,SKU,price,category,brand,platform
20,[PARTI DAY] Bronet 24jam 3GB Nat+2GB Sosmed/Chat| 3hr,10000,Paket Data,AXIS,shopee
21,AIGO Bronet Mini 24Jam 1.5GB + Lokal 5hr,11160,Paket Data,AXIS,shopee
22,Bronet Mini 1GB 7 Hari,11786,Paket Data,AXIS,shopee
29,"Paket KZL Chat (WhatsApp/LINE/BBM) Unlimited,  30 hari",14500,Paket Data,AXIS,shopee
30,"Paket KZL SocMed (FB/IG/Twitter) Unlimited,  30 hari",14550,Paket Data,AXIS,shopee
31,Bronet Mini 1.5GB 7 Hari,14450,Paket Data,AXIS,shopee
38,AIGO Bronet 24Jam 1GB 30hr,15280,Paket Data,AXIS,shopee
39,AIGO Bronet 24Jam 3GB + Lokal 30hr,16740,Paket Data,AXIS,shopee
40,AIGO Bronet Mini 2GB 7hr,17600,Paket Data,AXIS,shopee
46,Bronet Mini 2GB 7 Hari,17250,Paket Data,AXIS,shopee
47,"Paket KZL Combo SocMed + Chat Unlimited,  30 hari",19500,Paket Data,AXIS,shopee
48,AIGO Bronet Mini 3GB 15hr,22580,Paket Data,AXIS,shopee
54,AIGO Bronet Mini 24Jam 3.5GB + Lokal 7hr,22190,Paket Data,AXIS,shopee
55,BRONET 4G OWSEM 1GB + 1GB,23900,Paket Data,AXIS,shopee
56,BRONET 4G OWSEM 1GB + 1GB,22825,Paket Data,AXIS,shopee
63,Bronet Mini 3GB 7 Hari,19500,Paket Data,AXIS,shopee
64,AIGO Bronet 24Jam 2GB 30hr,24500,Paket Data,AXIS,shopee
70,Paket KANGEN 24Jam 100mnt 30hr,23820,Paket Data,AXIS,shopee
71,AIGO Bronet Mini 24Jam 4GB + Lokal 15hr,27340,Paket Data,AXIS,shopee
72,Bronet 24Jam 6GB Kuota Utama + 20GB Sosmed/Chat| 10hr,24500,Paket Data,AXIS,shopee
78,"[Parti Promo] Bronet 24jam 6GB Nat + 4GB Sosmed/Chat, 10hr",26550,Paket Data,AXIS,shopee
79,"BRONET 2GB,  60 hari",25210,Paket Data,AXIS,shopee
80,Bronet Mini 5GB 7 Hari,22750,Paket Data,AXIS,shopee
81,AIGO Bronet 24Jam 6GB + Lokal 30hr,29000,Paket Data,AXIS,shopee
87,AIGO Bronet 24Jam 3GB 30hr,25020,Paket Data,AXIS,shopee
88,AIGO Bronet Mini 5GB 15hr,31750,Paket Data,AXIS,shopee
89,AIGO Bronet Mini 7GB 15hr,33500,Paket Data,AXIS,shopee
90,Bronet Mini 8GB 7 Hari,28500,Paket Data,AXIS,shopee
98,AIGO Bronet Mini 24Jam 8GB + Lokal 15hr,33500,Paket Data,AXIS,shopee
99,AIGO Bronet 24Jam 8GB + Lokal 30hr,36110,Paket Data,AXIS,shopee
106,BRONET 4G OWSEM 1GB + 3GB,38900,Paket Data,AXIS,shopee
107,BRONET 4G OWSEM 1GB + 3GB,37135,Paket Data,AXIS,shopee
108,"BRONET 3GB,  60 hari",31661,Paket Data,AXIS,shopee
114,AXIS+ 24Jam 1GB 30hr| 6bln,34950,Paket Data,AXIS,shopee
115,OWSEM 16GB  Unlimited Games 30 hari,42000,Paket Data,AXIS,shopee
116,AIGO Bronet 24Jam 5GB 30hr,31880,Paket Data,AXIS,shopee
123,AIGO Bronet 24Jam 14GB + Lokal 30hr,50700,Paket Data,AXIS,shopee
124,OWSEM 24GB  Unlimited Games 30 hari,53000,Paket Data,AXIS,shopee
125,"BRONET 5GB,  60 hari",47541,Paket Data,AXIS,shopee
131,BRONET 4G OWSEM 2GB + 6GB,52850,Paket Data,AXIS,shopee
132,BRONET 4G OWSEM 2GB + 6GB,61900,Paket Data,AXIS,shopee
133,AIGO Bronet 24Jam 12GB 30hr,61950,Paket Data,AXIS,shopee
139,AIGO Bronet 24Jam 8GB 30hr,45950,Paket Data,AXIS,shopee
140,OWSEM 32GB  Unlimited Games 30 hari,59950,Paket Data,AXIS,shopee
141,AIGO Bronet 24Jam 20GB + Lokal 30hr,64800,Paket Data,AXIS,shopee
148,AXIS+ 24Jam 2GB 30hr| 6bln,69750,Paket Data,AXIS,shopee
149,BRONET 24Jam 8GB + Games 2GB 60hr,69475,Paket Data,AXIS,shopee
155,"BRONET 8GB,  60 hari",68911,Paket Data,AXIS,shopee
156,[EKSKLUSIF] BRONET 24 Jam 8GB 60 Hari + Sosmed 2GB 30 Hari,66975,Paket Data,AXIS,shopee
157,BRONET 4G OWSEM 3GB + 9GB,80900,Paket Data,AXIS,shopee
163,BRONET 4G OWSEM 3GB + 9GB,68050,Paket Data,AXIS,shopee
164,OWSEM 48GB  Unlimited Games 30 hari,74950,Paket Data,AXIS,shopee
165,AIGO Bronet 24Jam 22GB 30hr,81500,Paket Data,AXIS,shopee
172,AXIS+ 24Jam 1GB 30hr| 12bln,74800,Paket Data,AXIS,shopee
173,[PARTI DAY] Bronet 24jam 30GB Nat+15GB Sosmed/Chat| 30hr,81000,Paket Data,AXIS,shopee
174,"BRONET 10GB,  60 hari",80494,Paket Data,AXIS,shopee
180,BRONET 24Jam 10GB + Games 2GB 60hr,79700,Paket Data,AXIS,shopee
181,[EKSKLUSIF] BRONET 24 Jam 10GB 60 Hari + Sosmed 2GB 30 Hari,78975,Paket Data,AXIS,shopee
182,AXIS+ 24Jam 3GB 30hr| 6bln,84750,Paket Data,AXIS,shopee
189,"BRONET 12GB,  60 hari",89880,Paket Data,AXIS,shopee
190,BRONET 24Jam 12GB + Games 2GB 60hr,89475,Paket Data,AXIS,shopee
191,[EKSKLUSIF] BRONET 24 Jam 12GB 60 Hari + Sosmed 2GB 30 Hari,89475,Paket Data,AXIS,shopee
198,OWSEM 80GB  Unlimited Games 30 hari,96000,Paket Data,AXIS,shopee
199,"BRONET 16GB,  60 hari",114700,Paket Data,AXIS,shopee
0,"Internet 1 GB,  1 hari",4500,Paket Data,INDOSAT,shopee
1,Indosat 100MB 30 hari,2775,Paket Data,INDOSAT,shopee
2,Freedom Apps EDU 2GB / 2 Hari,3750,Paket Data,INDOSAT,shopee
3,Internet 1 GB 3 hari,5500,Paket Data,INDOSAT,shopee
4,Indosat 200MB 30 hari,5500,Paket Data,INDOSAT,shopee
5,Yellow 1GB / 2 Hari,5450,Paket Data,INDOSAT,shopee
6,Yellow 1GB / 3 Hari,4940,Paket Data,INDOSAT,shopee
13,Data Kuota 500MB,6200,Paket Data,INDOSAT,shopee
14,Indosat 300MB 30 hari,5100,Paket Data,INDOSAT,shopee
21,"Internet 1 GB,  7 hari",9200,Paket Data,INDOSAT,shopee
22,Yellow 1GB / 7 Hari,10650,Paket Data,INDOSAT,shopee
29,Freedom Apps EDU 6GB / 7 Hari,9750,Paket Data,INDOSAT,shopee
30,Freedom Internet 2.5GB/5Hari,10950,Paket Data,INDOSAT,shopee
36,Indosat 500MB 30 hari,10100,Paket Data,INDOSAT,shopee
37,Paket Nelpon Obrol Sepuasnya ke Sesama / 30 Hari,9900,Paket Data,INDOSAT,shopee
38,Freedom Apps FUN 2GB / 7 Hari,11700,Paket Data,INDOSAT,shopee
39,Indosat 700MB 30 hari,11400,Paket Data,INDOSAT,shopee
45,Internet 1 GB 7 hari,11500,Paket Data,INDOSAT,shopee
46,Yellow 1GB / 15 Hari,13300,Paket Data,INDOSAT,shopee
47,Freedom Internet 2.5GB / 5Hari,12850,Paket Data,INDOSAT,shopee
53,Indosat 1GB 30 hari,12150,Paket Data,INDOSAT,shopee
54,Freedom Internet 5GB / 3 Hari,14300,Paket Data,INDOSAT,shopee
55,Freedom Apps EDU 10GB / 15 Hari,14650,Paket Data,INDOSAT,shopee
61,(closed) Freedom Internet 2GB / 30 Hari,16500,Paket Data,INDOSAT,shopee
62,Freedom Internet 5GB/5 Hari,14800,Paket Data,INDOSAT,shopee
63,Freedom U 1GB+2GB Apps / 7 Hari,14900,Paket Data,INDOSAT,shopee
71,Freedom Internet 2GB / 30 Hari,16500,Paket Data,INDOSAT,shopee
72,Freedom Internet 5GB/5 Hari,17000,Paket Data,INDOSAT,shopee
78,Kuota Apps Di Rumah Aja 5GB / 3 Hari,16745,Paket Data,INDOSAT,shopee
79,Freedom Internet 5GB / 5 Hari,17750,Paket Data,INDOSAT,shopee
80,Freedom Kuota Harian 1GB/hari (Total 7GB) / 7 Hari ,19700,Paket Data,INDOSAT,shopee
86,Freedom Apps Entertainment 12Gb/30Hari,19850,Paket Data,INDOSAT,shopee
87,Freedom Apps Games 12Gb/30Hari,19850,Paket Data,INDOSAT,shopee
88,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,19900,Paket Data,INDOSAT,shopee
95,Freedom Internet 4GB / 30 Hari,19800,Paket Data,INDOSAT,shopee
96,Freedom Internet 7GB / 5 Hari,20450,Paket Data,INDOSAT,shopee
101,Freedom Internet 7GB/7 Hari,19850,Paket Data,INDOSAT,shopee
102,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,21750,Paket Data,INDOSAT,shopee
103,Freedom Internet 7GB/7 Hari,22000,Paket Data,INDOSAT,shopee
104,Freedom Internet 7GB / 7 Hari,23700,Paket Data,INDOSAT,shopee
111,Freedom Combo 4GB / 30 Hari + Bonus 300MB,24450,Paket Data,INDOSAT,shopee
112,Freedom Apps EDU 30GB / 30 Hari,24600,Paket Data,INDOSAT,shopee
119,Freedom Apps FUN 6GB / 15 Hari,24600,Paket Data,INDOSAT,shopee
120,Freedom Internet 15GB/3 Hari,24900,Paket Data,INDOSAT,shopee
126,Freedom Internet 4GB / 30 Hari + BONUS 300MB ,24750,Paket Data,INDOSAT,shopee
127,Freedom U 1GB+4.5GB Apps / 30 Hari,24600,Paket Data,INDOSAT,shopee
128,Indosat 2GB 30 hari,24300,Paket Data,INDOSAT,shopee
129,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,24750,Paket Data,INDOSAT,shopee
135,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,25000,Paket Data,INDOSAT,shopee
136,(closed) Freedom U 5.5GB / 30 Hari,30950,Paket Data,INDOSAT,shopee
137,Freedom Internet 15GB / 3hr,29600,Paket Data,INDOSAT,shopee
143,Kuota Apps Di Rumah Aja 10GB / 7 Hari,26550,Paket Data,INDOSAT,shopee
144,(closed) Freedom Combo 6 GB / 30 Hari,30600,Paket Data,INDOSAT,shopee
145,Freedom Internet 15GB/5hr,28000,Paket Data,INDOSAT,shopee
151,Freedom Internet 5GB / 30 Hari + Bonus Kuota Zona Hingga 4GB,29800,Paket Data,INDOSAT,shopee
152,Freedom Internet 6.5GB / 30 Hari,34650,Paket Data,INDOSAT,shopee
153,Freedom Combo 6GB / 30 Hari,35550,Paket Data,INDOSAT,shopee
160,Freedom Internet 5.5GB / 30 Hari + Bonus Kuota Zona Hingga 3.5GB,31600,Paket Data,INDOSAT,shopee
161,Freedom U 5.5GB / 30 Hari,36550,Paket Data,INDOSAT,shopee
166,Freedom Combo 8GB / 30 Hari + Bonus 500MB,34550,Paket Data,INDOSAT,shopee
167,Indosat 3GB 30 hari,34900,Paket Data,INDOSAT,shopee
168,Freedom Internet 7GB / 30 Hari,37000,Paket Data,INDOSAT,shopee
169,Paket Extra 2GB,35900,Paket Data,INDOSAT,shopee
176,(closed) Freedom Combo 10 GB / 30 Hari,40960,Paket Data,INDOSAT,shopee
177,Freedom U 2GB+7.5GB Apps / 30 Hari,39200,Paket Data,INDOSAT,shopee
183,Freedom Apps FUN 10GB / 30 Hari,39230,Paket Data,INDOSAT,shopee
184,Freedom Kuota Harian 1GB/hari (Total 14GB) / 14 Hari + BONUS 500MB ,39300,Paket Data,INDOSAT,shopee
185,Freedom Internet 10GB / 30 Hari,39200,Paket Data,INDOSAT,shopee
186,Freedom Combo 10GB / 30 Hari,47825,Paket Data,INDOSAT,shopee
193,Freedom Internet 9GB / 30 Hari + Bonus Kuota Zona Hingga 6GB,44500,Paket Data,INDOSAT,shopee
194,Freedom Play Games 8GB/30hr,44500,Paket Data,INDOSAT,shopee
195,Freedom Play Movies 8GB/30hr,44500,Paket Data,INDOSAT,shopee
202,(closed) Freedom U 10GB / 30 Hari,51250,Paket Data,INDOSAT,shopee
203,Freedom Internet Longlife 8GB / 60 Hari,47250,Paket Data,INDOSAT,shopee
204,Freedom Combo 14GB / 30 Hari + Bonus 1GB,48850,Paket Data,INDOSAT,shopee
211,Freedom Internet 3GB / 30 Hari + Vidio FIFA World Cup,47750,Paket Data,INDOSAT,shopee
212,Freedom Internet 10GB / 30 Hari + BONUS 1GB ,48500,Paket Data,INDOSAT,shopee
218,Freedom Internet 12GB / 30 Hari + Bonus Kuota Zona Hingga 8GB,51500,Paket Data,INDOSAT,shopee
219,Indosat 4GB 30 hari,45400,Paket Data,INDOSAT,shopee
220,Paket Nelpon Obrol Sepuasnya ke Sesama + 250 menit ke Semua / 30 Hari,48850,Paket Data,INDOSAT,shopee
227,Paket Nelpon Obrol Sepuasnya ke Sesama + 250 menit ke Semua / 30 Hari,50000,Paket Data,INDOSAT,shopee
228,Freedom U 10GB / 30 Hari,61150,Paket Data,INDOSAT,shopee
229,Freedom U 3GB+15GB Apps / 30 Hari,58800,Paket Data,INDOSAT,shopee
236,Paket Extra 4GB,51900,Paket Data,INDOSAT,shopee
237,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,55800,Paket Data,INDOSAT,shopee
243,Freedom Combo 20 GB / 30 Hari,62420,Paket Data,INDOSAT,shopee
244,Freedom Combo M 12GB / 30 Hari,64000,Paket Data,INDOSAT,shopee
245,Freedom Internet 18GB / 30 Hari,64500,Paket Data,INDOSAT,shopee
250,Indosat 5GB 30 hari,59900,Paket Data,INDOSAT,shopee
251,Freedom U 5GB+15GB Apps / 30 Hari,62900,Paket Data,INDOSAT,shopee
252,Freedom Combo 20GB / 30 Hari,75100,Paket Data,INDOSAT,shopee
253,Freedom U 20GB / 30 Hari,72170,Paket Data,INDOSAT,shopee
259,Freedom Internet Longlife 12GB / 90 Hari,67000,Paket Data,INDOSAT,shopee
260,Freedom Combo 20GB / 30 Hari + Bonus 3GB,68500,Paket Data,INDOSAT,shopee
261,Freedom Internet 16GB / 30 Hari + Bonus Kuota Zona Hingga 14GB,68700,Paket Data,INDOSAT,shopee
268,Paket Extra 6GB,69400,Paket Data,INDOSAT,shopee
269,Freedom U 7GB+20GB Apps / 30 Hari,78400,Paket Data,INDOSAT,shopee
274,Freedom Kuota Harian 1GB/hari (Total 28GB) / 28 Hari + BONUS 3GB ,73300,Paket Data,INDOSAT,shopee
275,Freedom Internet 21GB / 30 Hari + BONUS 3GB ,74000,Paket Data,INDOSAT,shopee
276,Freedom U 20GB / 30 Hari,85850,Paket Data,INDOSAT,shopee
277,Freedom Combo 30 GB / 30 Hari,83870,Paket Data,INDOSAT,shopee
283,Freedom Kuota Harian 1GB/hari (Total 28GB) / 28 Hari,88300,Paket Data,INDOSAT,shopee
284,Freedom Internet 24GB / 30 Hari + Bonus Kuota Zona Hingga 16GB,82000,Paket Data,INDOSAT,shopee
285,Freedom Internet 28GB / 30 Hari,85800,Paket Data,INDOSAT,shopee
286,Freedom Play Games 20GB/30hr,84000,Paket Data,INDOSAT,shopee
293,Freedom Play Movies 20GB/30hr,84000,Paket Data,INDOSAT,shopee
294,Freedom Combo 30GB / 30 Hari,97580,Paket Data,INDOSAT,shopee
300,Freedom U 35GB / 30 Hari,93650,Paket Data,INDOSAT,shopee
301,Freedom Internet Longlife 20GB / 60 Hari,89000,Paket Data,INDOSAT,shopee
302,Internet 12 GB 30 hari,89000,Paket Data,INDOSAT,shopee
307,Freedom Combo L 26GB / 30 Hari,94300,Paket Data,INDOSAT,shopee
308,Freedom Internet 25GB / 30 Hari + Bonus Kuota Zona Hingga 20GB,93750,Paket Data,INDOSAT,shopee
309,Freedom U 10GB+25GB Apps / 30 Hari,97500,Paket Data,INDOSAT,shopee
310,Freedom U 35GB / 30 Hari,109250,Paket Data,INDOSAT,shopee
316,Freedom U 45GB / 30 Hari,105500,Paket Data,INDOSAT,shopee
317,Freedom Combo 30GB / 30 Hari + Bonus 5GB,98500,Paket Data,INDOSAT,shopee
318,Freedom Combo 40 GB / 30 Hari,105800,Paket Data,INDOSAT,shopee
323,Freedom Internet 32GB / 30 Hari + BONUS 5GB ,98500,Paket Data,INDOSAT,shopee
324,Freedom Internet 35GB / 30 Hari + Bonus Kuota Zona Hingga 25GB,102500,Paket Data,INDOSAT,shopee
325,Freedom Internet 44GB / 30 Hari,107300,Paket Data,INDOSAT,shopee
326,Freedom Internet 50GB / 30 Hari,121500,Paket Data,INDOSAT,shopee
333,"[EKSKLUSIF] Freedom 25GB, 30 hari",99000,Paket Data,INDOSAT,shopee
334,Freedom U 45GB / 30 Hari,121950,Paket Data,INDOSAT,shopee
340,Freedom Internet 42GB / 30 Hari + Bonus Kuota Zona Hingga 28GB,117500,Paket Data,INDOSAT,shopee
341,Freedom Internet 50GB / 30 Hari,120000,Paket Data,INDOSAT,shopee
342,Freedom U 15GB+25GB Apps / 30 Hari,123800,Paket Data,INDOSAT,shopee
348,Freedom Internet Hot Promo 100GB / 30 Hari,134100,Paket Data,INDOSAT,shopee
349,Freedom Internet Longlife 30GB / 90 Hari,123500,Paket Data,INDOSAT,shopee
350,Freedom Internet SENSASI 100GB / 30 Hari,125000,Paket Data,INDOSAT,shopee
356,Freedom XL 41GB / 30 Hari,148000,Paket Data,INDOSAT,shopee
357,Freedom Internet Longlife 36GB / 60 Hari,128500,Paket Data,INDOSAT,shopee
358,Freedom Internet 50GB / 30 Hari,132000,Paket Data,INDOSAT,shopee
364,Freedom Internet 70GB / 30 Hari,140000,Paket Data,INDOSAT,shopee
365,Freedom Combo 50GB / 30 Hari + Bonus 7GB,148000,Paket Data,INDOSAT,shopee
366,Freedom U Jumbo / 30 Hari,148800,Paket Data,INDOSAT,shopee
372,Freedom Combo 60 GB / 30 Hari,161000,Paket Data,INDOSAT,shopee
373,Freedom Internet 100GB / 30 Hari,147000,Paket Data,INDOSAT,shopee
374,Freedom XXL 65GB / 30 Hari,197400,Paket Data,INDOSAT,shopee
380,Freedom U Jumbo / 30 Hari,159750,Paket Data,INDOSAT,shopee
381,Freedom Internet 70GB / 30 Hari,167500,Paket Data,INDOSAT,shopee
382,Freedom Internet Longlife 54GB / 90 Hari,178500,Paket Data,INDOSAT,shopee
388,Freedom Combo 50GB / 90 Hari,197500,Paket Data,INDOSAT,shopee
389,Freedom Internet 100GB / 30 Hari,198000,Paket Data,INDOSAT,shopee
390,Freedom Internet 200GB / 30 Hari,200000,Paket Data,INDOSAT,shopee
396,Freedom Internet SENSASI 150GB / 30 Hari,214750,Paket Data,INDOSAT,shopee
397,Freedom U 3GB+15GB Apps / 6 Bulan ,248150,Paket Data,INDOSAT,shopee
398,Freedom Internet 100GB / 90 Hari,250000,Paket Data,INDOSAT,shopee
404,Freedom Internet SENSASI 200GB / 30 Hari,268750,Paket Data,INDOSAT,shopee
405,Freedom U 3GB+15GB Apps / 12 Bulan ,445100,Paket Data,INDOSAT,shopee
0,Internet Volume 4GB,10800,Paket Data,SMARTFREN,shopee
1,Internet Volume 9GB,16500,Paket Data,SMARTFREN,shopee
2,Internet Volume 6GB,21500,Paket Data,SMARTFREN,shopee
3,Unlimited Harian 1 GB 7 Hari,26900,Paket Data,SMARTFREN,shopee
4,Internet Volume 18GB,24500,Paket Data,SMARTFREN,shopee
5,Internet Volume 10GB,32000,Paket Data,SMARTFREN,shopee
6,Unlimited Nonstop 6 GB + 2 GB,37500,Paket Data,SMARTFREN,shopee
11,Internet Volume 16GB,42500,Paket Data,SMARTFREN,shopee
12,Unlimited Harian 1 GB 14 Hari,48400,Paket Data,SMARTFREN,shopee
13,Vidio Platinum F1 All Screen 40K,39950,Paket Data,SMARTFREN,shopee
14,Kuota Nonstop 10GB,44500,Paket Data,SMARTFREN,shopee
21,Unlimited Harian 500MB 28 Hari,48700,Paket Data,SMARTFREN,shopee
22,Unlimited Harian 700 MB 28 Hari,69700,Paket Data,SMARTFREN,shopee
23,Unlimited Nonstop 12 GB,53000,Paket Data,SMARTFREN,shopee
30,Vidio Diamond EPL Mobile 57K,56950,Paket Data,SMARTFREN,shopee
