,SKU,base_price,disc_price,brand,category,note,platform
8,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,Rp21.700,Rp19.000,im3,Paket Data,Promo,tokopedia
10,Freedom Internet 5.5GB / 30 Hari + Bonus Kuota Zona Hingga 3.5GB,Rp31.550,Rp30.550,im3,Paket Data,Promo,tokopedia
12,Freedom Internet 9GB / 30 Hari + Bonus Kuota Zona Hingga 6GB,Rp44.500,Rp42.200,im3,Paket Data,Promo,tokopedia
0,Freedom Internet 5GB/5 Hari,Rp18.750,Rp17.650,im3,Paket Data,,tokopedia
0,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,Rp21.700,Rp19.000,im3,Paket Data,,tokopedia
8,Freedom Internet 50GB / 30 Hari,Rp132.000,Rp118.000,im3,Paket Data,Promo,tokopedia
10,Freedom Internet 70GB / 30 Hari,Rp167.950,Rp137.500,im3,Paket Data,Promo,tokopedia
0,Xtra Combo Double Youtube 5GB+10GB,Rp59.000,Rp53.500,xl,Paket Data,Promo,tokopedia
2,Xtra Combo Double Youtube 10GB+20GB,Rp89.000,Rp79.900,xl,Paket Data,Promo,tokopedia
4,"Xtra Hotrod Special S, 7hr",Rp14.400,Rp13.950,xl,Paket Data,Promo,tokopedia
6,"Xtra Hotrod Special M, 7hr",Rp17.300,Rp16.760,xl,Paket Data,Promo,tokopedia
8,"Xtra Hotrod Special L, 7hr",Rp23.000,Rp22.280,xl,Paket Data,Promo,tokopedia
9,"Xtra Hotrod Special XL, 7hr",Rp28.700,Rp27.800,xl,Paket Data,Promo,tokopedia
11,Xtra Combo Flex S+ 3GB + Kuota Area Hingga 6GB + Bonus Flex,Rp30.600,Rp29.640,xl,Paket Data,Promo,tokopedia
13,Xtra Combo Flex M 4GB + Kuota Area Hingga 9GB + Bonus Flex,Rp40.500,Rp39.210,xl,Paket Data,Promo,tokopedia
10,Xtra Combo Flex L 9GB + Kuota Area Hingga 16GB + Bonus Flex,Rp61.200,Rp59.250,xl,Paket Data,Promo,tokopedia
8,XTRA ON 2GB,Rp22.500,Rp21.750,xl,Paket Data,Promo,tokopedia
7,XTRA ON 1GB,Rp13.500,Rp13.050,xl,Paket Data,Promo,tokopedia
0,AIGO Bronet Mini 1GB 5hr,Rp9.950,Rp9.638,axis,Paket Data,Promo,tokopedia
2,AIGO Bronet Mini 2GB 7hr,Rp17.650,Rp17.098,axis,Paket Data,Promo,tokopedia
4,AIGO Bronet Mini 3GB 15hr,Rp22.000,Rp21.313,axis,Paket Data,Promo,tokopedia
6,AIGO Bronet 24Jam 1GB 30hr,Rp15.250,Rp14.770,axis,Paket Data,Promo,tokopedia
8,AIGO Bronet 24Jam 3GB 30hr,Rp24.850,Rp24.073,axis,Paket Data,Promo,tokopedia
8,AIGO Bronet 24Jam 5GB 30hr,Rp31.950,Rp30.963,axis,Paket Data,Promo,tokopedia
0,AIGO Bronet 24Jam 5GB 30hr,Rp31.950,Rp30.963,axis,Paket Data,,tokopedia
5,Kuota Tri 24 Jam 500MB / 30 hari,Rp4.000,Rp2.850,3,Paket Data,Promo,tokopedia
7,Kuota Tri 24 Jam 750MB / 14 hari,Rp5.000,Rp4.750,3,Paket Data,Promo,tokopedia
9,Kuota Tri 24 Jam 1.5GB / 14 hari,Rp9.950,Rp8.650,3,Paket Data,Promo,tokopedia
11,Kuota Tri 24 Jam 2.5GB / 14 hari,Rp15.500,Rp14.350,3,Paket Data,Promo,tokopedia
8,Kuota Tri 24 Jam 4GB / 14 hari,Rp24.700,Rp22.900,3,Paket Data,Promo,tokopedia
10,Kuota Tri 24 Jam 1GB / 30 hari,Rp6.500,Rp5.750,3,Paket Data,Promo,tokopedia
12,Kuota Tri 24 Jam 2GB / 30 hari,Rp12.500,Rp11.500,3,Paket Data,Promo,tokopedia
14,Kuota Tri 24 Jam 5GB / 30 hari,Rp39.900,Rp28.700,3,Paket Data,Promo,tokopedia
10,Kuota Tri 24 Jam 10GB / 30 hari,Rp58.000,Rp55.750,3,Paket Data,Promo,tokopedia
0,Rp 20.000,Rp20.500,,PLN,PLN,,tokopedia
2,Rp 50.000,Rp50.500,,PLN,PLN,,tokopedia
4,Rp 100.000,Rp100.500,,PLN,PLN,,tokopedia
6,Rp 200.000,Rp200.500,,PLN,PLN,,tokopedia
8,Rp 500.000,Rp500.500,,PLN,PLN,,tokopedia
10,Rp 1.000.000,Rp1.000.500,,PLN,PLN,,tokopedia
2,10.000,Rp11.000,,GoPay,E-Wallet,,tokopedia
3,15.000,Rp16.000,,GoPay,E-Wallet,,tokopedia
4,20.000,Rp21.000,,GoPay,E-Wallet,,tokopedia
5,25.000,Rp26.000,,GoPay,E-Wallet,,tokopedia
6,30.000,Rp31.000,,GoPay,E-Wallet,,tokopedia
7,35.000,Rp36.000,,GoPay,E-Wallet,,tokopedia
8,40.000,Rp41.000,,GoPay,E-Wallet,,tokopedia
9,45.000,Rp46.000,,GoPay,E-Wallet,,tokopedia
10,50.000,Rp51.000,,GoPay,E-Wallet,,tokopedia
11,60.000,Rp61.000,,GoPay,E-Wallet,,tokopedia
12,70.000,Rp71.000,,GoPay,E-Wallet,,tokopedia
8,75.000,Rp76.000,,GoPay,E-Wallet,,tokopedia
9,80.000,Rp81.000,,GoPay,E-Wallet,,tokopedia
10,90.000,Rp91.000,,GoPay,E-Wallet,,tokopedia
11,100.000,Rp101.000,,GoPay,E-Wallet,,tokopedia
12,125.000,Rp126.000,,GoPay,E-Wallet,,tokopedia
13,150.000,Rp151.000,,GoPay,E-Wallet,,tokopedia
14,200.000,Rp201.000,,GoPay,E-Wallet,,tokopedia
8,250.000,Rp251.000,,GoPay,E-Wallet,,tokopedia
9,300.000,Rp301.000,,GoPay,E-Wallet,,tokopedia
10,400.000,Rp401.000,,GoPay,E-Wallet,,tokopedia
11,500.000,Rp501.000,,GoPay,E-Wallet,,tokopedia
12,600.000,Rp601.000,,GoPay,E-Wallet,,tokopedia
13,700.000,Rp701.000,,GoPay,E-Wallet,,tokopedia
14,750.000,Rp751.000,,GoPay,E-Wallet,,tokopedia
2,10.000,Rp11.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
3,15.000,Rp16.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
4,20.000,Rp21.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
5,25.000,Rp26.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
6,30.000,Rp31.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
7,35.000,Rp36.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
8,40.000,Rp41.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
9,45.000,Rp46.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,50.000,Rp51.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,60.000,Rp61.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,70.000,Rp71.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
8,75.000,Rp76.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
9,80.000,Rp81.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,90.000,Rp91.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,100.000,Rp101.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,125.000,Rp126.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
13,150.000,Rp151.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
14,200.000,Rp201.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
8,250.000,Rp251.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
9,300.000,Rp301.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,400.000,Rp401.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,500.000,Rp501.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,600.000,Rp601.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
13,700.000,Rp701.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
14,750.000,Rp751.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,55.000,Rp56.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
8,65.000,Rp66.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,85.000,Rp86.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
14,95.000,Rp96.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
14,450.000,Rp451.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
2,10.000,Rp11.000,,LinkAja,E-Wallet,,tokopedia
3,15.000,Rp16.000,,LinkAja,E-Wallet,,tokopedia
4,20.000,Rp21.000,,LinkAja,E-Wallet,,tokopedia
5,25.000,Rp26.000,,LinkAja,E-Wallet,,tokopedia
6,30.000,Rp31.000,,LinkAja,E-Wallet,,tokopedia
7,35.000,Rp36.000,,LinkAja,E-Wallet,,tokopedia
8,40.000,Rp41.000,,LinkAja,E-Wallet,,tokopedia
9,45.000,Rp46.000,,LinkAja,E-Wallet,,tokopedia
10,50.000,Rp51.000,,LinkAja,E-Wallet,,tokopedia
11,60.000,Rp61.000,,LinkAja,E-Wallet,,tokopedia
12,70.000,Rp71.000,,LinkAja,E-Wallet,,tokopedia
8,75.000,Rp76.000,,LinkAja,E-Wallet,,tokopedia
9,80.000,Rp81.000,,LinkAja,E-Wallet,,tokopedia
10,90.000,Rp91.000,,LinkAja,E-Wallet,,tokopedia
11,100.000,Rp101.000,,LinkAja,E-Wallet,,tokopedia
12,125.000,Rp126.000,,LinkAja,E-Wallet,,tokopedia
13,150.000,Rp151.000,,LinkAja,E-Wallet,,tokopedia
14,200.000,Rp201.000,,LinkAja,E-Wallet,,tokopedia
8,250.000,Rp251.000,,LinkAja,E-Wallet,,tokopedia
9,300.000,Rp301.000,,LinkAja,E-Wallet,,tokopedia
10,400.000,Rp401.000,,LinkAja,E-Wallet,,tokopedia
11,500.000,Rp501.000,,LinkAja,E-Wallet,,tokopedia
12,600.000,Rp601.000,,LinkAja,E-Wallet,,tokopedia
13,700.000,Rp701.000,,LinkAja,E-Wallet,,tokopedia
14,750.000,Rp751.000,,LinkAja,E-Wallet,,tokopedia
11,55.000,Rp56.000,,LinkAja,E-Wallet,,tokopedia
8,65.000,Rp66.000,,LinkAja,E-Wallet,,tokopedia
12,85.000,Rp86.000,,LinkAja,E-Wallet,,tokopedia
14,95.000,Rp96.000,,LinkAja,E-Wallet,,tokopedia
14,450.000,Rp451.000,,LinkAja,E-Wallet,,tokopedia
2,10.000,Rp10.500,,LinkAja,E-Wallet,,tokopedia
3,15.000,Rp15.500,,LinkAja,E-Wallet,,tokopedia
4,20.000,Rp20.500,,LinkAja,E-Wallet,,tokopedia
5,25.000,Rp25.500,,LinkAja,E-Wallet,,tokopedia
6,30.000,Rp30.500,,LinkAja,E-Wallet,,tokopedia
7,40.000,Rp40.500,,LinkAja,E-Wallet,,tokopedia
8,50.000,Rp50.500,,LinkAja,E-Wallet,,tokopedia
9,60.000,Rp60.500,,LinkAja,E-Wallet,,tokopedia
10,70.000,Rp70.500,,LinkAja,E-Wallet,,tokopedia
11,75.000,Rp75.500,,LinkAja,E-Wallet,,tokopedia
12,100.000,Rp100.500,,LinkAja,E-Wallet,,tokopedia
11,150.000,Rp150.500,,LinkAja,E-Wallet,,tokopedia
12,200.000,Rp200.700,,LinkAja,E-Wallet,,tokopedia
13,250.000,Rp250.700,,LinkAja,E-Wallet,,tokopedia
8,300.000,Rp300.700,,LinkAja,E-Wallet,,tokopedia
9,400.000,Rp400.800,,LinkAja,E-Wallet,,tokopedia
10,500.000,Rp500.900,,LinkAja,E-Wallet,,tokopedia
11,600.000,Rp600.900,,LinkAja,E-Wallet,,tokopedia
12,700.000,Rp700.900,,LinkAja,E-Wallet,,tokopedia
13,800.000,Rp800.900,,LinkAja,E-Wallet,,tokopedia
14,900.000,Rp900.900,,LinkAja,E-Wallet,,tokopedia
2,10.000,Rp11.000,,OVO,E-Wallet,,tokopedia
3,15.000,Rp16.000,,OVO,E-Wallet,,tokopedia
4,20.000,Rp21.000,,OVO,E-Wallet,,tokopedia
5,25.000,Rp26.000,,OVO,E-Wallet,,tokopedia
6,30.000,Rp31.000,,OVO,E-Wallet,,tokopedia
7,35.000,Rp36.000,,OVO,E-Wallet,,tokopedia
8,40.000,Rp41.000,,OVO,E-Wallet,,tokopedia
9,45.000,Rp46.000,,OVO,E-Wallet,,tokopedia
10,50.000,Rp51.000,,OVO,E-Wallet,,tokopedia
11,60.000,Rp61.000,,OVO,E-Wallet,,tokopedia
12,70.000,Rp71.000,,OVO,E-Wallet,,tokopedia
8,75.000,Rp76.000,,OVO,E-Wallet,,tokopedia
9,80.000,Rp81.000,,OVO,E-Wallet,,tokopedia
10,90.000,Rp91.000,,OVO,E-Wallet,,tokopedia
11,100.000,Rp101.000,,OVO,E-Wallet,,tokopedia
12,125.000,Rp126.000,,OVO,E-Wallet,,tokopedia
13,150.000,Rp151.000,,OVO,E-Wallet,,tokopedia
14,200.000,Rp201.000,,OVO,E-Wallet,,tokopedia
8,250.000,Rp251.000,,OVO,E-Wallet,,tokopedia
9,300.000,Rp301.000,,OVO,E-Wallet,,tokopedia
10,400.000,Rp401.000,,OVO,E-Wallet,,tokopedia
11,500.000,Rp501.000,,OVO,E-Wallet,,tokopedia
12,600.000,Rp601.000,,OVO,E-Wallet,,tokopedia
13,700.000,Rp701.000,,OVO,E-Wallet,,tokopedia
14,750.000,Rp751.000,,OVO,E-Wallet,,tokopedia
11,55.000,Rp56.000,,OVO,E-Wallet,,tokopedia
8,65.000,Rp66.000,,OVO,E-Wallet,,tokopedia
12,85.000,Rp86.000,,OVO,E-Wallet,,tokopedia
14,95.000,Rp96.000,,OVO,E-Wallet,,tokopedia
14,450.000,Rp451.000,,OVO,E-Wallet,,tokopedia
2,10.000,Rp10.500,,OVO,E-Wallet,,tokopedia
3,15.000,Rp15.500,,OVO,E-Wallet,,tokopedia
4,20.000,Rp20.500,,OVO,E-Wallet,,tokopedia
5,25.000,Rp25.500,,OVO,E-Wallet,,tokopedia
6,30.000,Rp30.500,,OVO,E-Wallet,,tokopedia
7,40.000,Rp40.500,,OVO,E-Wallet,,tokopedia
8,50.000,Rp50.500,,OVO,E-Wallet,,tokopedia
9,60.000,Rp60.500,,OVO,E-Wallet,,tokopedia
10,70.000,Rp70.500,,OVO,E-Wallet,,tokopedia
11,75.000,Rp75.500,,OVO,E-Wallet,,tokopedia
12,100.000,Rp100.500,,OVO,E-Wallet,,tokopedia
11,150.000,Rp150.500,,OVO,E-Wallet,,tokopedia
12,200.000,Rp200.700,,OVO,E-Wallet,,tokopedia
13,250.000,Rp250.700,,OVO,E-Wallet,,tokopedia
8,300.000,Rp300.700,,OVO,E-Wallet,,tokopedia
9,400.000,Rp400.800,,OVO,E-Wallet,,tokopedia
10,500.000,Rp500.900,,OVO,E-Wallet,,tokopedia
11,600.000,Rp600.900,,OVO,E-Wallet,,tokopedia
12,700.000,Rp700.900,,OVO,E-Wallet,,tokopedia
13,800.000,Rp800.900,,OVO,E-Wallet,,tokopedia
14,900.000,Rp900.900,,OVO,E-Wallet,,tokopedia
2,5.000,Rp5.500,,OVO,E-Wallet,,tokopedia
