,SKU,base_price,disc_price,brand,category,note,platform
12,"Xtra Hotrod Special XL, 7hr",Rp32.300,Rp31.280,xl,Paket Data,,tokopedia
0,"Xtra Hotrod Special M, 7hr",Rp18.950,Rp18.350,xl,Paket Data,,tokopedia
0,AIGO Mini Bronet 24Jam 1.5GB + Lokal 5hr,Rp12.490,Rp12.100,axis,Paket Data,,tokopedia
2,AIGO Mini Bronet 24Jam 3.5GB + Lokal 7hr,Rp23.250,Rp22.530,axis,Paket Data,,tokopedia
4,AIGO Mini Bronet 24Jam 4GB + Lokal 15hr,Rp28.530,Rp27.660,axis,Paket Data,,tokopedia
6,AIGO Mini Bronet 24Jam 8GB + Lokal 15hr,Rp44.300,Rp42.950,axis,Paket Data,,tokopedia
8,AIGO Bronet 24Jam 3GB + Lokal 30hr,Rp18.700,Rp18.130,axis,Paket Data,,tokopedia
0,AIGO Mini Bronet 24Jam 1.5GB + Lokal 5hr,Rp12.490,Rp12.100,axis,Paket Data,,tokopedia
10,AIGO Bronet 24Jam 6GB + Lokal 30hr,Rp28.950,Rp28.050,axis,Paket Data,,tokopedia
0,AIGO Bronet 24Jam 3GB + Lokal 30hr,Rp18.700,Rp18.130,axis,Paket Data,,tokopedia
0,Happy 42GB 30 hari + Nelpon ke Tri &amp; IM3,Rp94.500,Rp89.500,3,Paket Data,,tokopedia
2,Happy 50GB 30 hari + Nelpon ke Tri &amp; IM3,Rp110.000,Rp102.500,3,Paket Data,,tokopedia
0,Happy 50GB 30 hari + Nelpon ke Tri &amp; IM3,Rp110.000,Rp102.500,3,Paket Data,,tokopedia
0,Rp 100.000,Rp100.500,,PLN,PLN,,tokopedia
2,Rp 20.000,Rp20.500,,PLN,PLN,,tokopedia
4,Rp 50.000,Rp50.500,,PLN,PLN,,tokopedia
8,Rp 200.000,Rp200.500,,PLN,PLN,,tokopedia
10,Rp 500.000,Rp500.500,,PLN,PLN,,tokopedia
12,Rp 1.000.000,Rp1.000.500,,PLN,PLN,,tokopedia
2,10.000,Rp11.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
3,15.000,Rp16.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
4,20.000,Rp21.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
5,25.000,Rp26.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
6,30.000,Rp31.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
7,35.000,Rp36.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
8,40.000,Rp41.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
9,45.000,Rp46.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
10,50.000,Rp51.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
11,60.000,Rp61.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
12,70.000,Rp71.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
10,75.000,Rp76.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
11,80.000,Rp81.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
12,90.000,Rp91.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
13,100.000,Rp101.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
10,125.000,Rp126.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
11,150.000,Rp151.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
12,200.000,Rp201.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
13,250.000,Rp251.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
14,300.000,Rp301.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
2,10.000,Rp11.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
3,15.000,Rp16.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
4,20.000,Rp21.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
5,25.000,Rp26.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
6,30.000,Rp31.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
7,35.000,Rp36.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
8,40.000,Rp41.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
9,45.000,Rp46.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,50.000,Rp51.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,60.000,Rp61.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,70.000,Rp71.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,75.000,Rp76.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,80.000,Rp81.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,90.000,Rp91.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
13,100.000,Rp101.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,125.000,Rp126.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,150.000,Rp151.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,200.000,Rp201.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
13,250.000,Rp251.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
14,300.000,Rp301.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,55.000,Rp56.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
9,65.000,Rp66.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
13,85.000,Rp86.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,95.000,Rp96.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
2,10.000,Rp11.000,,LinkAja,E-Wallet,,tokopedia
3,15.000,Rp16.000,,LinkAja,E-Wallet,,tokopedia
4,20.000,Rp21.000,,LinkAja,E-Wallet,,tokopedia
5,25.000,Rp26.000,,LinkAja,E-Wallet,,tokopedia
6,30.000,Rp31.000,,LinkAja,E-Wallet,,tokopedia
7,35.000,Rp36.000,,LinkAja,E-Wallet,,tokopedia
8,40.000,Rp41.000,,LinkAja,E-Wallet,,tokopedia
9,45.000,Rp46.000,,LinkAja,E-Wallet,,tokopedia
10,50.000,Rp51.000,,LinkAja,E-Wallet,,tokopedia
11,60.000,Rp61.000,,LinkAja,E-Wallet,,tokopedia
12,70.000,Rp71.000,,LinkAja,E-Wallet,,tokopedia
10,75.000,Rp76.000,,LinkAja,E-Wallet,,tokopedia
11,80.000,Rp81.000,,LinkAja,E-Wallet,,tokopedia
12,90.000,Rp91.000,,LinkAja,E-Wallet,,tokopedia
13,100.000,Rp101.000,,LinkAja,E-Wallet,,tokopedia
10,125.000,Rp126.000,,LinkAja,E-Wallet,,tokopedia
11,150.000,Rp151.000,,LinkAja,E-Wallet,,tokopedia
12,200.000,Rp201.000,,LinkAja,E-Wallet,,tokopedia
13,250.000,Rp251.000,,LinkAja,E-Wallet,,tokopedia
14,300.000,Rp301.000,,LinkAja,E-Wallet,,tokopedia
11,55.000,Rp56.000,,LinkAja,E-Wallet,,tokopedia
9,65.000,Rp66.000,,LinkAja,E-Wallet,,tokopedia
13,85.000,Rp86.000,,LinkAja,E-Wallet,,tokopedia
10,95.000,Rp96.000,,LinkAja,E-Wallet,,tokopedia
12,400.000,Rp401.000,,LinkAja,E-Wallet,,tokopedia
13,500.000,Rp501.000,,LinkAja,E-Wallet,,tokopedia
14,600.000,Rp601.000,,LinkAja,E-Wallet,,tokopedia
12,700.000,Rp701.000,,LinkAja,E-Wallet,,tokopedia
13,800.000,Rp801.000,,LinkAja,E-Wallet,,tokopedia
14,900.000,Rp901.000,,LinkAja,E-Wallet,,tokopedia
2,10.000,Rp11.000,,DANA Dompet Digital,E-Wallet,,tokopedia
3,15.000,Rp16.000,,DANA Dompet Digital,E-Wallet,,tokopedia
4,20.000,Rp21.000,,DANA Dompet Digital,E-Wallet,,tokopedia
5,25.000,Rp26.000,,DANA Dompet Digital,E-Wallet,,tokopedia
6,30.000,Rp31.000,,DANA Dompet Digital,E-Wallet,,tokopedia
7,35.000,Rp36.000,,DANA Dompet Digital,E-Wallet,,tokopedia
8,40.000,Rp41.000,,DANA Dompet Digital,E-Wallet,,tokopedia
9,45.000,Rp46.000,,DANA Dompet Digital,E-Wallet,,tokopedia
10,50.000,Rp51.000,,DANA Dompet Digital,E-Wallet,,tokopedia
11,60.000,Rp61.000,,DANA Dompet Digital,E-Wallet,,tokopedia
12,70.000,Rp71.000,,DANA Dompet Digital,E-Wallet,,tokopedia
10,75.000,Rp76.000,,DANA Dompet Digital,E-Wallet,,tokopedia
11,80.000,Rp81.000,,DANA Dompet Digital,E-Wallet,,tokopedia
12,90.000,Rp91.000,,DANA Dompet Digital,E-Wallet,,tokopedia
13,100.000,Rp101.000,,DANA Dompet Digital,E-Wallet,,tokopedia
10,125.000,Rp126.000,,DANA Dompet Digital,E-Wallet,,tokopedia
11,150.000,Rp151.000,,DANA Dompet Digital,E-Wallet,,tokopedia
12,200.000,Rp201.000,,DANA Dompet Digital,E-Wallet,,tokopedia
13,250.000,Rp251.000,,DANA Dompet Digital,E-Wallet,,tokopedia
14,300.000,Rp301.000,,DANA Dompet Digital,E-Wallet,,tokopedia
11,55.000,Rp56.000,,DANA Dompet Digital,E-Wallet,,tokopedia
9,65.000,Rp66.000,,DANA Dompet Digital,E-Wallet,,tokopedia
13,85.000,Rp86.000,,DANA Dompet Digital,E-Wallet,,tokopedia
10,95.000,Rp96.000,,DANA Dompet Digital,E-Wallet,,tokopedia
12,400.000,Rp401.000,,DANA Dompet Digital,E-Wallet,,tokopedia
13,500.000,Rp501.000,,DANA Dompet Digital,E-Wallet,,tokopedia
14,600.000,Rp601.000,,DANA Dompet Digital,E-Wallet,,tokopedia
12,700.000,Rp701.000,,DANA Dompet Digital,E-Wallet,,tokopedia
13,800.000,Rp801.000,,DANA Dompet Digital,E-Wallet,,tokopedia
14,900.000,Rp901.000,,DANA Dompet Digital,E-Wallet,,tokopedia
2,5.000,Rp5.500,,DANA Dompet Digital,E-Wallet,,tokopedia
3,10.000,Rp10.500,,DANA Dompet Digital,E-Wallet,,tokopedia
4,20.000,Rp20.500,,DANA Dompet Digital,E-Wallet,,tokopedia
5,50.000,Rp50.500,,DANA Dompet Digital,E-Wallet,,tokopedia
6,100.000,Rp100.500,,DANA Dompet Digital,E-Wallet,,tokopedia
7,200.000,Rp200.500,,DANA Dompet Digital,E-Wallet,,tokopedia
8,300.000,Rp300.500,,DANA Dompet Digital,E-Wallet,,tokopedia
9,400.000,Rp400.500,,DANA Dompet Digital,E-Wallet,,tokopedia
10,500.000,Rp500.500,,DANA Dompet Digital,E-Wallet,,tokopedia
11,600.000,Rp600.500,,DANA Dompet Digital,E-Wallet,,tokopedia
12,700.000,Rp700.500,,DANA Dompet Digital,E-Wallet,,tokopedia
12,800.000,Rp800.500,,DANA Dompet Digital,E-Wallet,,tokopedia
13,900.000,Rp900.500,,DANA Dompet Digital,E-Wallet,,tokopedia
14,1.000.000,Rp1.000.500,,DANA Dompet Digital,E-Wallet,,tokopedia
2,10.000,Rp11.000,,OVO Dompet Digital,E-Wallet,,tokopedia
3,15.000,Rp16.000,,OVO Dompet Digital,E-Wallet,,tokopedia
4,20.000,Rp21.000,,OVO Dompet Digital,E-Wallet,,tokopedia
5,25.000,Rp26.000,,OVO Dompet Digital,E-Wallet,,tokopedia
6,30.000,Rp31.000,,OVO Dompet Digital,E-Wallet,,tokopedia
7,35.000,Rp36.000,,OVO Dompet Digital,E-Wallet,,tokopedia
8,40.000,Rp41.000,,OVO Dompet Digital,E-Wallet,,tokopedia
9,45.000,Rp46.000,,OVO Dompet Digital,E-Wallet,,tokopedia
10,50.000,Rp51.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,60.000,Rp61.000,,OVO Dompet Digital,E-Wallet,,tokopedia
12,70.000,Rp71.000,,OVO Dompet Digital,E-Wallet,,tokopedia
10,75.000,Rp76.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,80.000,Rp81.000,,OVO Dompet Digital,E-Wallet,,tokopedia
12,90.000,Rp91.000,,OVO Dompet Digital,E-Wallet,,tokopedia
13,100.000,Rp101.000,,OVO Dompet Digital,E-Wallet,,tokopedia
10,125.000,Rp126.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,150.000,Rp151.000,,OVO Dompet Digital,E-Wallet,,tokopedia
12,200.000,Rp201.000,,OVO Dompet Digital,E-Wallet,,tokopedia
13,250.000,Rp251.000,,OVO Dompet Digital,E-Wallet,,tokopedia
14,300.000,Rp301.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,55.000,Rp56.000,,OVO Dompet Digital,E-Wallet,,tokopedia
9,65.000,Rp66.000,,OVO Dompet Digital,E-Wallet,,tokopedia
13,85.000,Rp86.000,,OVO Dompet Digital,E-Wallet,,tokopedia
10,95.000,Rp96.000,,OVO Dompet Digital,E-Wallet,,tokopedia
12,400.000,Rp401.000,,OVO Dompet Digital,E-Wallet,,tokopedia
13,500.000,Rp501.000,,OVO Dompet Digital,E-Wallet,,tokopedia
14,600.000,Rp601.000,,OVO Dompet Digital,E-Wallet,,tokopedia
12,700.000,Rp701.000,,OVO Dompet Digital,E-Wallet,,tokopedia
13,800.000,Rp801.000,,OVO Dompet Digital,E-Wallet,,tokopedia
14,900.000,Rp901.000,,OVO Dompet Digital,E-Wallet,,tokopedia
2,5.000,Rp5.500,,OVO Dompet Digital,E-Wallet,,tokopedia
3,10.000,Rp10.500,,OVO Dompet Digital,E-Wallet,,tokopedia
4,20.000,Rp20.500,,OVO Dompet Digital,E-Wallet,,tokopedia
5,50.000,Rp50.500,,OVO Dompet Digital,E-Wallet,,tokopedia
6,100.000,Rp100.500,,OVO Dompet Digital,E-Wallet,,tokopedia
7,200.000,Rp200.500,,OVO Dompet Digital,E-Wallet,,tokopedia
8,300.000,Rp300.500,,OVO Dompet Digital,E-Wallet,,tokopedia
9,400.000,Rp400.500,,OVO Dompet Digital,E-Wallet,,tokopedia
10,500.000,Rp500.500,,OVO Dompet Digital,E-Wallet,,tokopedia
11,600.000,Rp600.500,,OVO Dompet Digital,E-Wallet,,tokopedia
12,700.000,Rp700.500,,OVO Dompet Digital,E-Wallet,,tokopedia
12,800.000,Rp800.500,,OVO Dompet Digital,E-Wallet,,tokopedia
13,900.000,Rp900.500,,OVO Dompet Digital,E-Wallet,,tokopedia
14,1.000.000,Rp1.000.500,,OVO Dompet Digital,E-Wallet,,tokopedia
2,10.000,Rp10.000,,OVO Dompet Digital,E-Wallet,,tokopedia
3,15.000,Rp15.000,,OVO Dompet Digital,E-Wallet,,tokopedia
4,20.000,Rp20.000,,OVO Dompet Digital,E-Wallet,,tokopedia
5,25.000,Rp25.000,,OVO Dompet Digital,E-Wallet,,tokopedia
6,40.000,Rp40.000,,OVO Dompet Digital,E-Wallet,,tokopedia
7,50.000,Rp50.000,,OVO Dompet Digital,E-Wallet,,tokopedia
8,60.000,Rp60.000,,OVO Dompet Digital,E-Wallet,,tokopedia
9,75.000,Rp75.000,,OVO Dompet Digital,E-Wallet,,tokopedia
10,80.000,Rp80.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,100.000,Rp100.000,,OVO Dompet Digital,E-Wallet,,tokopedia
12,125.000,Rp125.000,,OVO Dompet Digital,E-Wallet,,tokopedia
8,150.000,Rp150.000,,OVO Dompet Digital,E-Wallet,,tokopedia
9,200.000,Rp200.000,,OVO Dompet Digital,E-Wallet,,tokopedia
10,250.000,Rp250.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,300.000,Rp300.000,,OVO Dompet Digital,E-Wallet,,tokopedia
12,400.000,Rp400.000,,OVO Dompet Digital,E-Wallet,,tokopedia
13,500.000,Rp500.000,,OVO Dompet Digital,E-Wallet,,tokopedia
13,750.000,Rp750.000,,OVO Dompet Digital,E-Wallet,,tokopedia
14,1.000.000,Rp1.000.000,,OVO Dompet Digital,E-Wallet,,tokopedia
