,SKU,price,note,category,brand
4,"XTRA Combo VIP 10GB+20GB, Double Youtube, 30hr",99000,Set harga,Paket Data,XL
5,Internet Umroh &amp; Haji 1GB+1GB,99000,Set harga,Paket Data,XL
6,Nelpon Umroh &amp; Haji,99000,Set harga,Paket Data,XL
7,XTRA Combo Lite 25GB + Bonus Kuota Area Hingga 45GB 30hr,106000,Set harga,Paket Data,XL
8,Xtra Combo Flex XXL 30GB + Kuota Area Hingga 60GB + Bonus Flex 30hr,113900,Set harga,Paket Data,XL
5,Xtra Combo 30GB,121400,Set harga,Paket Data,XL
6,"XTRA Combo 15GB+15GB, Double Youtube 30hr",121500,Set harga,Paket Data,XL
7,"Akrab 65GB, 2 Anggota, 30hr, Rp125rb",122500,Set harga,Paket Data,XL
8,XL Pure 8GB 30 Hari,123500,Set harga,Paket Data,XL
5,"Akrab M, 2 Anggota, 30hr",125000,Set harga,Paket Data,XL
6,HotRod 24Jam 8GB,127895,Set harga,Paket Data,XL
7,XTRA Combo Lite 37GB + Bonus Kuota Area Hingga 53GB 30hr,127900,Set harga,Paket Data,XL
8,"XTRA Combo 15GB+30GB, Double Youtube, 30hr",129000,Set harga,Paket Data,XL
5,Xtra Combo Flex XXXL 60GB + Kuota Area Hingga 120GB + Bonus Flex 30hr,137200,Set harga,Paket Data,XL
6,"AnyNet 500Mnt, 30hr",137200,Set harga,Paket Data,XL
7,Xtra Combo Flex XXL 30GB + Kuota Area Hingga 30GB + Bonus Flex 30hr,137625,Set harga,Paket Data,XL
8,"XTRA Combo VIP 15GB+30GB, Double Youtube, 30hr",139000,Set harga,Paket Data,XL
4,"AnyNet 500Mnt, 90hr",144000,Set harga,Paket Data,XL
5,Nelp &amp; SMS Umroh &amp; Haji 10 Hari,149000,Set harga,Paket Data,XL
6,XL PASS 3 Days,150000,Set harga,Paket Data,XL
7,XL Roaming Combo 1 Day ,160000,Set harga,Paket Data,XL
8,Xtra Combo Flex XXXL 60GB + Kuota Area Hingga 120GB + Bonus Flex 30hr,163525,Set harga,Paket Data,XL
5,"XTRA Combo 20GB+20GB, Double Youtube 30hr",169900,Set harga,Paket Data,XL
6,Xtra Combo 40GB,170900,Set harga,Paket Data,XL
7,HotRod 24Jam 12GB,175895,Set harga,Paket Data,XL
8,Nelp &amp; SMS Umroh &amp; Haji 20 Hari,179000,Set harga,Paket Data,XL
9,"XTRA Combo 20GB+40GB, Double Youtube, 30hr",179000,Set harga,Paket Data,XL
5,Xtra Combo Flex Prime 48GB,185000,Set harga,Paket Data,XL
6,"XTRA Combo VIP 20GB+40GB, Double Youtube, 30hr",189000,Set harga,Paket Data,XL
7,Internet Umroh &amp; Haji 2GB+2GB,189000,Set harga,Paket Data,XL
8,Internet Umroh &amp; Haji 10 Hari,199000,Set harga,Paket Data,XL
9,Nelp &amp; SMS Umroh &amp; Haji 40 Hari,199000,Set harga,Paket Data,XL
4,"Akrab 147GB, 3 Anggota, 30hr, Rp205rb",199500,Set harga,Paket Data,XL
5,"Akrab L, 3 Anggota, 30hr",205000,Set harga,Paket Data,XL
6,HotRod 24Jam 16GB,215000,Set harga,Paket Data,XL
7,XL Roaming Combo 3 Days ,225000,Set harga,Paket Data,XL
8,"XTRA Combo 35GB+35GB, Double Youtube 30hr",230500,Set harga,Paket Data,XL
9,Xtra Combo 70GB,230500,Set harga,Paket Data,XL
10,"XTRA Combo 35GB+70GB, Double Youtube, 30hr",239000,Set harga,Paket Data,XL
6,Xtra Combo Flex Max 80GB + Kuota Area Hingga 105GB + Bonus Flex,245000,Set harga,Paket Data,XL
7,"XTRA Combo VIP 35GB+70GB, Double Youtube, 30hr",249000,Set harga,Paket Data,XL
8,Internet Umroh &amp; Haji 20 Hari,249000,Set harga,Paket Data,XL
9,XL PASS 7 Days,250000,Set harga,Paket Data,XL
4,Combo Umroh &amp; Haji 10 Hari,299000,Set harga,Paket Data,XL
5,"Akrab XL, 4 Anggota 30hr",319000,Set harga,Paket Data,XL
6,"Akrab XL, 4 Anggota, 30hr",320000,Set harga,Paket Data,XL
7,Internet Umroh &amp; Haji 40 Hari,379000,Set harga,Paket Data,XL
8,Combo Umroh &amp; Haji 20 Hari,399000,Set harga,Paket Data,XL
9,XL Roaming Combo 7 Days ,425000,Set harga,Paket Data,XL
10,Internet Umroh &amp; Haji 5GB+5GB,469000,Set harga,Paket Data,XL
11,"Akrab 460GB, 4 Anggota, 30hr, Rp515rb",497500,Set harga,Paket Data,XL
7,"Akrab XXL, 4 Anggota, 30hr",515000,Set harga,Paket Data,XL
8,Combo Umroh &amp; Haji 40 Hari,549000,Set harga,Paket Data,XL
9,XL Roaming Combo 30 Days,825000,Set harga,Paket Data,XL
10,XL PASS 30 Days,950000,Set harga,Paket Data,XL
11,Internet Umroh &amp; Haji 25GB+25GB,999000,Set harga,Paket Data,XL
0,Axis Data Paket Warnet 1GB 1 Jam,1500,Set harga,Paket Data,Axis
1,Paket Warnet 2Jam 1.5GB,1700,Set harga,Paket Data,Axis
2,Xtra Sosial Media - Youtube 1GB All / 1.5GB BB SKS 30hr,3474,Set harga,Paket Data,Axis
3,Xtra Sosial Media - Youtube Mini 2GB All / 3GB Kuota Lokal 5hr,3474,Set harga,Paket Data,Axis
4,AIGO Mini 1GB + Lokal 1hr,4850,Set harga,Paket Data,Axis
5,Axis Data Mini 1GB 1hr,4850,Set harga,Paket Data,Axis
5,Bronet Mini 1GB + Kuota Lokal 1hr,5850,Set harga,Paket Data,Axis
6,Xtra Sosial Media - Youtube 2GB All / 3GB BB SKS 30hr,6435,Set harga,Paket Data,Axis
7,Xtra Sosial Media - Youtube Mini 4GB All / 6GB Kuota Lokal 5hr,6435,Set harga,Paket Data,Axis
8,Xtra Sosial Media - Sosmed Mini 4GB All / 6GB Kuota Lokal 5hr,6445,Set harga,Paket Data,Axis
3,Axis Data Mini 1GB 5hr,8625,Set harga,Paket Data,Axis
4,Paket KANGEN 24Jam 30mnt 7hr,8750,Set harga,Paket Data,Axis
5,Axis Data Mini 1.5GB 3hr,9775,Set harga,Paket Data,Axis
6,Axis Data Mini 2GB 3hr,9800,Set harga,Paket Data,Axis
7,Bronet Mini 1GB + Kuota Lokal 3hr,9925,Set harga,Paket Data,Axis
8,AIGO Bronet Mini 300MB 7hr,9990,Set harga,Paket Data,Axis
9,Axis Data Mini 2GB 1hr,10025,Set harga,Paket Data,Axis
10,AIGO Bronet Mini 1GB 5hr,10090,Set harga,Paket Data,Axis
9,AIGO SS 1GB - 5 Hari,10915,Set harga,Paket Data,Axis
10,"Axis Mini 1,5GB + Channel Jawa 5hr",11525,Set harga,Paket Data,Axis
11,AIGO Mini Bronet 24Jam 1.5GB + Lokal 5hr,11750,Set harga,Paket Data,Axis
7,"Axis Mini 1,5GB + Channel SKS 5hr",11775,Set harga,Paket Data,Axis
8,BRONET 1GB - 5Hr,11890,Set harga,Paket Data,Axis
9,Bronet Mini 2GB + Kuota Lokal 3hr,11925,Set harga,Paket Data,Axis
10,"[Parti Day] Bronet 24jam 3GB Nat + 2GB Sosmed/Chat, 3hr",12150,Set harga,Paket Data,Axis
11,Axis Data Mini 3GB 1hr,12150,Set harga,Paket Data,Axis
5,AIGO Bronet Mini 1.5GB 5hr,12300,Set harga,Paket Data,Axis
6,BRONET Mini 1GB 7 hari,12450,Set harga,Paket Data,Axis
7,Axis Data Mini 6GB 3hr,13675,Set harga,Paket Data,Axis
8,Axis Data Bronet 2GB 30hr,13900,Set harga,Paket Data,Axis
9,SS AIGO MINI 6GB + LOKAL 3 Hari,14250,Set harga,Paket Data,Axis
10,Axis Data Mini 2.5GB 5hr,14275,Set harga,Paket Data,Axis
11,Axis Data Mini 2GB 5hr,14375,Set harga,Paket Data,Axis
6,SS AIGO MINI 2.5GB + LOKAL 5 Hari,14650,Set harga,Paket Data,Axis
7,Bronet 24Jam 2GB + Kuota Lokal 30hr,14900,Set harga,Paket Data,Axis
8,BRONET Mini 1.5GB 7 hari,14950,Set harga,Paket Data,Axis
9,Paket KZL Chat 1GB 30hr,16125,Set harga,Paket Data,Axis
10,AIGO Bronet 24Jam 3GB + Lokal 30hr,16950,Set harga,Paket Data,Axis
11,Bronet Mini 24Jam 1GB 30hr,17100,Set harga,Paket Data,Axis
6,BRONET Mini 2GB 7hr,17355,Set harga,Paket Data,Axis
7,AIGO Bronet Mini 2.5GB 7hr,18500,Set harga,Paket Data,Axis
8,Axis Data Mini 2GB 7hr,18700,Set harga,Paket Data,Axis
9,SS AIGO MINI 5GB + LOKAL 5 Hari,19875,Set harga,Paket Data,Axis
10,BRONET Mini 3GB 7 hari,20250,Set harga,Paket Data,Axis
11,Axis Data Mini 3GB 7hr,20850,Set harga,Paket Data,Axis
6,Axis Data Mini 3GB 15hr,20900,Set harga,Paket Data,Axis
7,"Axis Mini 3,5GB + Kuota Lokal 7hr",21275,Set harga,Paket Data,Axis
8,BRONET 2GB - 7Hr,21375,Set harga,Paket Data,Axis
9,Axis Data Mini 3GB 5hr,21395,Set harga,Paket Data,Axis
10,Axis Data Mini 3.5GB 7hr,21550,Set harga,Paket Data,Axis
11,BRONET Mini 5GB 7 hari,22600,Set harga,Paket Data,Axis
7,AIGO Mini Bronet 24Jam 3.5GB + Lokal 7hr,23050,Set harga,Paket Data,Axis
8,"Axis Mini 4,5GB + Kuota Lokal 7hr",24000,Set harga,Paket Data,Axis
9,Axis Data Mini 4.5GB 7hr,24175,Set harga,Paket Data,Axis
10,Axis Data Mini 10GB 5hr,24500,Set harga,Paket Data,Axis
11,SS AIGO MINI 10GB + LOKAL 5 Hari,24555,Set harga,Paket Data,Axis
6,Axis Data Mini 5GB 5hr,24875,Set harga,Paket Data,Axis
7,AIGO Bronet 24Jam 2GB 30hr,25900,Set harga,Paket Data,Axis
8,Axis Data Mini 4GB 15hr,26325,Set harga,Paket Data,Axis
9,Paket KANGEN 24Jam 100mnt 30hr,26400,Set harga,Paket Data,Axis
10,Bronet Mini 24Jam 3GB 30hr,26925,Set harga,Paket Data,Axis
11,BRONET 3GB - 15Hr,27275,Set harga,Paket Data,Axis
6,Axis Mini 6GB + Kuota Lokal 7hr,27400,Set harga,Paket Data,Axis
7,AIGO Mini Bronet 24Jam 4GB + Lokal 15hr,27625,Set harga,Paket Data,Axis
8,AIGO Bronet 24Jam 6GB + Lokal 30hr,28000,Set harga,Paket Data,Axis
10,BRONET Mini 8GB 7 hari,29450,Set harga,Paket Data,Axis
3,Promo Bronet 24Jam 6GB Nat + 4GB Sosmed/Chat 10hr,29600,Set harga,Paket Data,Axis
4,AIGO Bronet 24Jam 2GB 60hr,31900,Set harga,Paket Data,Axis
5,AIGO Bronet Mini 5GB 15hr,34900,Set harga,Paket Data,Axis
6,"AXIS+ Bronet 24Jam 1GB 30hr, 6bln",36500,Set harga,Paket Data,Axis
7,Axis Data Bronet 8GB 30hr,36500,Set harga,Paket Data,Axis
8,AIGO Bronet 24Jam 8GB + Lokal 30hr,38350,Set harga,Paket Data,Axis
9,Axis Data Mini 15GB 7hr,39900,Set harga,Paket Data,Axis
10,Axis Mini 15GB + Kuota Lokal 7hr,39975,Set harga,Paket Data,Axis
5,Axis Mini 8GB + Kuota Lokal 15hr,41475,Set harga,Paket Data,Axis
6,Axis Data Mini 8GB 15hr,41550,Set harga,Paket Data,Axis
7,BRONET 5GB - 15Hr,41850,Set harga,Paket Data,Axis
8,AIGO Mini Bronet 24Jam 8GB + Lokal 15hr,42850,Set harga,Paket Data,Axis
9,Bronet 24Jam 14GB 30hr,51250,Set harga,Paket Data,Axis
10,AIGO Bronet 24Jam 14GB + Lokal 30hr,57925,Set harga,Paket Data,Axis
7,Bronet Mini 24Jam 10GB 30hr,60500,Set harga,Paket Data,Axis
8,Bronet 24Jam 20GB 30hr,68025,Set harga,Paket Data,Axis
9,Axis Mini 30GB + Kuota Lokal 15hr,70800,Set harga,Paket Data,Axis
10,"AXIS+ Bronet 24Jam 2GB 30hr, 6bln",71000,Set harga,Paket Data,Axis
7,AIGO Bronet 24Jam 20GB + Lokal 30hr,72650,Set harga,Paket Data,Axis
8,Bronet Mini 30GB + Kuota Lokal 15hr,74425,Set harga,Paket Data,Axis
9,"AXIS+ Bronet 24Jam 1GB 30hr, 12bln",77000,Set harga,Paket Data,Axis
10,"[Parti Day] Bronet 24jam 30GB Nat + 15GB Sosmed/Chat, 30hr",80000,Set harga,Paket Data,Axis
6,Bronet Mini 24Jam 16GB 30hr,82200,Set harga,Paket Data,Axis
7,AIGO Bronet 24Jam 22GB 30hr,84850,Set harga,Paket Data,Axis
8,AXIS PASS 1 Hari,85000,Set harga,Paket Data,Axis
9,AXIS PASS 1hr,85000,Set harga,Paket Data,Axis
10,"AXIS+ Bronet 24Jam 3GB 30hr, 6bln",87000,Set harga,Paket Data,Axis
6,Bronet 24Jam 30GB 30hr,88200,Set harga,Paket Data,Axis
7,Promo Bronet 24Jam 30GB Nat + 15GB Sosmed/Chat 30hr,88225,Set harga,Paket Data,Axis
8,AIGO Bronet 24Jam 35GB + Lokal 60hr,109250,Set harga,Paket Data,Axis
9,BRONET 24Jam 16GB 60hr,119900,Set harga,Paket Data,Axis
10,Nelp &amp; SMS Mabrur 10 Hari,149000,Set harga,Paket Data,Axis
11,AXIS PASS 3 Hari,150000,Set harga,Paket Data,Axis
6,AXIS PASS 3hr,150000,Set harga,Paket Data,Axis
7,Bronet 24Jam 50GB 30hr,157125,Set harga,Paket Data,Axis
8,AIGO Bronet 24Jam 75GB + Lokal 60hr,173800,Set harga,Paket Data,Axis
9,Nelp &amp; SMS Mabrur 20 Hari,179000,Set harga,Paket Data,Axis
10,Internet Mabrur 10 Hari,199000,Set harga,Paket Data,Axis
11,Nelp &amp; SMS Mabrur 40 Hari,199000,Set harga,Paket Data,Axis
8,Internet Mabrur 20 Hari,249000,Set harga,Paket Data,Axis
9,AXIS Mabrur Plus 5GB 10hr,249600,Set harga,Paket Data,Axis
10,AXIS PASS 7 Hari,250000,Set harga,Paket Data,Axis
11,AXIS PASS 7hr,250000,Set harga,Paket Data,Axis
12,Combo Mabrur 10 Hari,299000,Set harga,Paket Data,Axis
13,AXIS Mabrur Plus 10GB 15hr,374400,Set harga,Paket Data,Axis
9,Internet Mabrur 40 Hari,379000,Set harga,Paket Data,Axis
10,Combo Mabrur &amp; Haji 20 Hari,399000,Set harga,Paket Data,Axis
11,AXIS Mabrur Plus 10GB 20hr,474240,Set harga,Paket Data,Axis
12,Combo Mabrur 40 Hari,549000,Set harga,Paket Data,Axis
0,Indosat Telepon Unlimited Sesama + 10 Menit Semua Operator - 1hr,3650,Set harga,Paket Data,Indosat
1,Freedom Internet 1GB 1hr,3700,Set harga,Paket Data,Indosat
2,Indosat Freedom Apps IG dan FB 2GB 1hr,5225,Set harga,Paket Data,Indosat
3,Freedom Apps Youtube 2GB 1hr,5725,Set harga,Paket Data,Indosat
4,Freedom Apps TikTok 2GB 1hr,5725,Set harga,Paket Data,Indosat
5,Freedom Internet 1GB 2hr,5900,Set harga,Paket Data,Indosat
6,Indosat 300SMS Sesama + 100SMS Operator Lain 30hr,6300,Set harga,Paket Data,Indosat
7,Freedom Internet 1.5GB 3hr,9025,Set harga,Paket Data,Indosat
8,Paket Obrol Sepuasnya ke Sesama 30hr,9900,Set harga,Paket Data,Indosat
5,Freedom Internet 3GB 3hr,10225,Set harga,Paket Data,Indosat
6,Freedom Apps IG &amp; FB 2GB 1hr,11190,Set harga,Paket Data,Indosat
7,Indosat 1250SMS Sesama + 250SMS Operator Lain 30hr,12000,Set harga,Paket Data,Indosat
8,Indosat 600SMS Sesama + 200SMS Operator Lain 30hr,12250,Set harga,Paket Data,Indosat
4,Freedom Internet 2GB 5hr,12900,Set harga,Paket Data,Indosat
5,Paket Unlimited Nelpon Sesama + 30menit ke Semua 7hr,12900,Set harga,Paket Data,Indosat
6,Freedom Internet 2.5GB 5hr,13675,Set harga,Paket Data,Indosat
7,Freedom Internet 3.5GB/5Hari,14990,Set harga,Paket Data,Indosat
8,Freedom Apps Youtube 5GB 7hr,16650,Set harga,Paket Data,Indosat
9,Freedom Apps TikTok 5GB 7hr,16650,Set harga,Paket Data,Indosat
6,Indosat Paket Unlimited Nelpon Sesama + 30 Menit All 14 Hari,17000,Set harga,Paket Data,Indosat
7,Freedom Internet 5GB 5hr,18650,Set harga,Paket Data,Indosat
8,Freedom Internet 5GB 3hr,19900,Set harga,Paket Data,Indosat
9,Freedom Apps Entertainment 12Gb 30hr,19950,Set harga,Paket Data,Indosat
10,Freedom Internet 7GB 5hr,20900,Set harga,Paket Data,Indosat
11,Freedom Internet 3GB 30hr,21500,Set harga,Paket Data,Indosat
6,Freedom Internet 7GB 7hr,22800,Set harga,Paket Data,Indosat
7,Freedom Attack 2GB + 1GB 30hr,22800,Set harga,Paket Data,Indosat
8,Data Gaspol Harian 7GB 7hr,23150,Set harga,Paket Data,Indosat
9,Paket Obrol Sepuasnya ke Sesama + 60 menit ke Semua 30hr,24750,Set harga,Paket Data,Indosat
10,Data Gaspol 2.5GB 30hr,26100,Set harga,Paket Data,Indosat
4,Freedom Internet Harian 7GB 7hr,26750,Set harga,Paket Data,Indosat
5,Indosat Paket Unlimited Nelpon Sesama 30 Hari,27500,Set harga,Paket Data,Indosat
6,Freedom Internet Max 4GB 30hr,27675,Set harga,Paket Data,Indosat
7,Indosat Paket Unlimited Nelpon Sesama + 60 Menit All 30 Hari,28000,Set harga,Paket Data,Indosat
8,Freedom Combo 4GB 30hr,28500,Set harga,Paket Data,Indosat
9,Indosat 2000SMS Sesama + 500SMS Operator Lain 30hr,28875,Set harga,Paket Data,Indosat
6,Freedom Internet 15GB 3hr JABO ,29690,Set harga,Paket Data,Indosat
7,Freedom Internet 15GB/3hr,29690,Set harga,Paket Data,Indosat
8,Freedom Internet 15GB 7Hr,29950,Set harga,Paket Data,Indosat
9,Freedom Internet 4GB 30hr,32875,Set harga,Paket Data,Indosat
5,Freedom Attack 4GB + 1GB 30hr,33575,Set harga,Paket Data,Indosat
6,Freedom Internet 5.5GB 30hr,33975,Set harga,Paket Data,Indosat
7,Freedom Combo 6GB 30hr,34450,Set harga,Paket Data,Indosat
8,Freedom Internet 6.5GB 30hr,34900,Set harga,Paket Data,Indosat
9,1 GB Freedom Unlimited,35425,Set harga,Paket Data,Indosat
10,Freedom U 5.5GB 30hr,36500,Set harga,Paket Data,Indosat
7,Freedom Internet 7GB / 30 Hari,36875,Set harga,Paket Data,Indosat
8,Freedom Internet 7GB 30hr,36975,Set harga,Paket Data,Indosat
9,Freedom Internet Max 6GB 30hr,43800,Set harga,Paket Data,Indosat
10,Freedom Play Movies 8GB 30hr,44900,Set harga,Paket Data,Indosat
11,Freedom Play Games 8GB 30hr,44900,Set harga,Paket Data,Indosat
12,Freedom Internet 9GB 30hr,46675,Set harga,Paket Data,Indosat
6,Freedom Combo 10GB 30hr,46750,Set harga,Paket Data,Indosat
7,Freedom Combo Non Attack 8GB 30hr,47450,Set harga,Paket Data,Indosat
8,Paket Obrol Sepuasnya ke Sesama + 250 menit ke Semua 30hr,49000,Set harga,Paket Data,Indosat
9,Freedom Internet Harian 14GB 14hr,49900,Set harga,Paket Data,Indosat
10,Data Gaspol 12GB 30hr,57200,Set harga,Paket Data,Indosat
11,Freedom U 10GB 30hr,57350,Set harga,Paket Data,Indosat
6,2 GB Freedom Unlimited,58425,Set harga,Paket Data,Indosat
7,Freedom Internet 25GB / 30 HARI 60K,60000,Set harga,Paket Data,Indosat
8,Freedom Attack 10GB + 3GB 30hr,64700,Set harga,Paket Data,Indosat
9,Freedom Combo 20GB 30hr,71850,Set harga,Paket Data,Indosat
10,Freedom Internet 16GB 30hr,72500,Set harga,Paket Data,Indosat
6,3 GB Freedom Unlimited,82825,Set harga,Paket Data,Indosat
7,Freedom U 20GB 30hr,83500,Set harga,Paket Data,Indosat
8,Freedom Play Movies 20GB 30hr,84850,Set harga,Paket Data,Indosat
9,Freedom Play Games 20GB 30hr,84850,Set harga,Paket Data,Indosat
10,Freedom Attack 18GB + 3GB 30hr,87400,Set harga,Paket Data,Indosat
6,Freedom Internet Harian 28GB 28hr,89500,Set harga,Paket Data,Indosat
7,Freedom Internet 18GB 30hr,92500,Set harga,Paket Data,Indosat
8,Travel On 30GB 30hr,93900,Set harga,Paket Data,Indosat
9,Freedom Internet 25GB 30hr,94600,Set harga,Paket Data,Indosat
10,Freedom Internet 25GB 30hr,96900,Set harga,Paket Data,Indosat
11,Freedom Combo 30GB 30hr,99450,Set harga,Paket Data,Indosat
8,FREEDOM INTERNET 100GB / 30HARI,99500,Set harga,Paket Data,Indosat
9,Freedom Internet 40GB 30Hr,101500,Set harga,Paket Data,Indosat
10,Freedom Internet 43GB 30Hr,104500,Set harga,Paket Data,Indosat
11,Freedom Internet 42GB 30hr,106600,Set harga,Paket Data,Indosat
12,Freedom U 35GB 30hr,107250,Set harga,Paket Data,Indosat
8,Unlimited + 7GB + Gratis SMS,107275,Set harga,Paket Data,Indosat
9,Freedom Attack 25GB + 5GB 30hr,109600,Set harga,Paket Data,Indosat
10,10 GB Freedom Unlimited,118000,Set harga,Paket Data,Indosat
11,Freedom U 45GB 30hr,118500,Set harga,Paket Data,Indosat
12,Unlimited + 10GB + Gratis Telp SMS,118700,Set harga,Paket Data,Indosat
7,Freedom Internet 50GB 30hr,120000,Set harga,Paket Data,Indosat
8,FREEDOM INTERNET 125GB 30HR,124500,Set harga,Paket Data,Indosat
9,Freedom Internet 70GB 30hr,140000,Set harga,Paket Data,Indosat
10,FREEDOM INTERNET 150GB 30HR,149500,Set harga,Paket Data,Indosat
11,Freedom Internet 150GB 30hr,150000,Set harga,Paket Data,Indosat
6,"Unlimited Kuota + Gratis Telp SMS, 30hr",159900,Set harga,Paket Data,Indosat
7,ROAM KUOTA 2.5GB ASIA AUSTRALIA 7 HARI,164000,Set harga,Paket Data,Indosat
8,Freedom Internet 100GB 30hr,197900,Set harga,Paket Data,Indosat
9,Umroh Haji Internet 10 Hari,245000,Set harga,Paket Data,Indosat
10,Freedom Internet 100GB 90hr,248000,Set harga,Paket Data,Indosat
5,Umroh Haji Internet 15 Hari,325000,Set harga,Paket Data,Indosat
6,Umroh Haji Internet 20 Hari,350000,Set harga,Paket Data,Indosat
7,Umroh Haji Internet 30 Hari,492500,Set harga,Paket Data,Indosat
8,Umroh Haji Internet 45 Hari,642500,Set harga,Paket Data,Indosat
0,PAKET DATA THREE 10 GB 24JAM MASA AKTIF 30 HARI,68500,Set harga,Paket Data,Tri
1,Tri Data Pure 20GB 30hr,70375,Set harga,Paket Data,Tri
2,AON 30GB + Kuota Lokal 12GB 30hr,73300,Set harga,Paket Data,Tri
3,Happy 30GB 30 hari + Kuota Lokal 10GB + Nelpon ke Tri &amp; IM3,74650,Set harga,Paket Data,Tri
4,AON UL 26GB + Ekstra Nelpon ke &amp; IM3,80750,Set harga,Paket Data,Tri
5,AON Unlimited 26GB + Nelpon ke Tri &amp; IM3,82100,Set harga,Paket Data,Tri
6,Happy 42GB 30 hari + Nelpon ke Tri &amp; IM3,95750,Set harga,Paket Data,Tri
7,Tri Data Pure 30GB 30hr,99000,Set harga,Paket Data,Tri
8,AON 40GB + Kuota Lokal 12GB + Nelpon ke Tri &amp; IM3,110825,Set harga,Paket Data,Tri
5,Happy 50GB 30 hari + Nelpon ke Tri &amp; IM3,111500,Set harga,Paket Data,Tri
6,Tri Data Pure 50GB 30hr,114625,Set harga,Paket Data,Tri
7,Happy 52GB 30 hari + Nelpon ke Tri &amp; IM3,117500,Set harga,Paket Data,Tri
8,Happy 55GB + 17GB Lokal + Ekstra Nelp ke &amp; IM3 30hr,123550,Set harga,Paket Data,Tri
9,Happy 75GB 30 hari + Nelpon ke Tri &amp; IM3,147500,Set harga,Paket Data,Tri
5,Trip Ibadah 2GB 15Hr,194400,Set harga,Paket Data,Tri
6,Happy 100GB 30 hari + Nelpon ke Tri &amp; IM3,199000,Set harga,Paket Data,Tri
7,Happy 130GB 30 hari + Nelpon ke Tri &amp; IM3,254500,Set harga,Paket Data,Tri
8,Trip Ibadah 3GB 45Hr,334400,Set harga,Paket Data,Tri
9,Trip Amerika Eropa 10GB 14Hr,463000,Set harga,Paket Data,Tri
0,UNLIMITED NONSTOP 45 GB,108070,Set harga,Paket Data,Smartfren
1,UNLIMITED HARIAN 3 GB 28 HARI,109000,Set harga,Paket Data,Smartfren
2,Kuota EVO Modem 20GB + 40GB Malam 30hr,109500,Set harga,Paket Data,Smartfren
3,Plan Smartfren Kuota 3L,123500,Set harga,Paket Data,Smartfren
4,UNLIMITED NONSTOP 60 GB,135110,Set harga,Paket Data,Smartfren
5,Plan Smartfren Kuota 4L,147500,Set harga,Paket Data,Smartfren
6,KUOTA 90 GB,162100,Set harga,Paket Data,Smartfren
7,Kuota EVO Modem 30GB + 60GB Malam 30hr,163500,Set harga,Paket Data,Smartfren
8,UNLIMITED HARIAN 1.75 GB 28 HARI,163500,Set harga,Paket Data,Smartfren
9,Internet Volume 120 GB,195000,Set harga,Paket Data,Smartfren
10,KUOTA 120 GB,216150,Set harga,Paket Data,Smartfren
7,Kuota EVO Modem 40GB + 80GB Malam 30hr,218000,Set harga,Paket Data,Smartfren
8,Asia Pacific 3GB 30hr,254900,Set harga,Paket Data,Smartfren
9,Kuota 100GB 30hr,306000,Set harga,Paket Data,Smartfren
10,Asia Pacific 5GB 30hr,408300,Set harga,Paket Data,Smartfren
11,Kuota 200GB 30hr,509300,Set harga,Paket Data,Smartfren
10,Kuota 420GB 30hr,1018600,Set harga,Paket Data,Smartfren
0,8.500,10000,Set harga,Top Up Digital,OVO
1,18.500,20000,Set harga,Top Up Digital,OVO
2,23.500,25000,Set harga,Top Up Digital,OVO
3,28.500,30000,Set harga,Top Up Digital,OVO
4,38.500,40000,Set harga,Top Up Digital,OVO
5,43.500,45000,Set harga,Top Up Digital,OVO
6,48.500,50000,Set harga,Top Up Digital,OVO
7,53.500,55000,Set harga,Top Up Digital,OVO
8,58.500,60000,Set harga,Top Up Digital,OVO
9,68.500,70000,Set harga,Top Up Digital,OVO
10,73.500,75000,Set harga,Top Up Digital,OVO
11,78.500,80000,Set harga,Top Up Digital,OVO
6,88.500,90000,Set harga,Top Up Digital,OVO
7,93.500,95000,Set harga,Top Up Digital,OVO
8,98.500,100000,Set harga,Top Up Digital,OVO
9,123.500,125000,Set harga,Top Up Digital,OVO
10,148.500,150000,Set harga,Top Up Digital,OVO
11,173.500,175000,Set harga,Top Up Digital,OVO
12,198.500,200000,Set harga,Top Up Digital,OVO
13,248.500,250000,Set harga,Top Up Digital,OVO
14,298.500,300000,Set harga,Top Up Digital,OVO
15,348.500,350000,Set harga,Top Up Digital,OVO
8,398.500,400000,Set harga,Top Up Digital,OVO
9,448.500,450000,Set harga,Top Up Digital,OVO
10,498.500,500000,Set harga,Top Up Digital,OVO
11,598.500,600000,Set harga,Top Up Digital,OVO
12,698.500,700000,Set harga,Top Up Digital,OVO
13,748.500,750000,Set harga,Top Up Digital,OVO
14,798.500,800000,Set harga,Top Up Digital,OVO
15,898.500,900000,Set harga,Top Up Digital,OVO
8,998.500,1000000,Set harga,Top Up Digital,OVO
0,350.000,351500,Set harga,Top Up Digital,GoPay Customer
1,400.000,401500,Set harga,Top Up Digital,GoPay Customer
2,450.000,451500,Set harga,Top Up Digital,GoPay Customer
3,500.000,501500,Set harga,Top Up Digital,GoPay Customer
4,600.000,601500,Set harga,Top Up Digital,GoPay Customer
5,700.000,701500,Set harga,Top Up Digital,GoPay Customer
6,750.000,751500,Set harga,Top Up Digital,GoPay Customer
7,800.000,801500,Set harga,Top Up Digital,GoPay Customer
8,900.000,901500,Set harga,Top Up Digital,GoPay Customer
9,1.000.000,1001500,Set harga,Top Up Digital,GoPay Customer
