,product_value,price,SKU,brand,category,5,discount,note,platform
5,,8500,Happy 1.5GB 7 hari + Kuota Lokal 1GB,3,Paket Data,,,,mitra tokopedia
6,,18900,Happy 5GB 7 hari + Kuota Lokal 3GB,3,Paket Data,,,,mitra tokopedia
7,,30500,Happy 9GB 10 hari + Kuota Lokal 4GB,3,Paket Data,,,,mitra tokopedia
5,,24250,AON 4GB + Kuota Lokal 2.5GB,3,Paket Data,,,,mitra tokopedia
6,,38500,AON 7GB + Kuota Lokal 4GB,3,Paket Data,,,,mitra tokopedia
7,,48500,AON 10GB + Kuota Lokal 6GB,3,Paket Data,,,,mitra tokopedia
4,,57300,AON 14GB + Kuota Lokal 7GB,3,Paket Data,,,,mitra tokopedia
5,,98500,AON 40GB + Kuota Lokal 10GB,3,Paket Data,,,,mitra tokopedia
6,,76400,AON Unlimited 26GB,3,Paket Data,,,,mitra tokopedia
7,,119000,Home 117GB,3,Paket Data,,,,mitra tokopedia
8,,47500,AddOn 12GB,3,Paket Data,,,,mitra tokopedia
6,,43500,Happy 11GB 30 hari + Kuota Lokal 6GB + TikTok 5GB,3,Paket Data,,,,mitra tokopedia
7,,52900,Happy 14GB 30 hari + Kuota Lokal 10GB + TikTok 5GB,3,Paket Data,,,,mitra tokopedia
4,,58000,Happy 18GB 30 hari + Kuota Lokal 10GB + TikTok 5GB,3,Paket Data,,,,mitra tokopedia
5,,68000,Happy 30GB 30 hari + Kuota Lokal 10GB + TikTok 5GB,3,Paket Data,,,,mitra tokopedia
6,,74900,Happy UL 52GB,3,Paket Data,,,,mitra tokopedia
4,,82000,Happy 42GB 30 hari + Kuota Lokal 8GB + TikTok 5GB,3,Paket Data,,,,mitra tokopedia
5,,107000,Happy 55GB 30 hari + Kuota Lokal 15GB + TikTok 5GB,3,Paket Data,,,,mitra tokopedia
6,,129900,Happy 100GB 30 hari + Kuota Lokal 20GB + TikTok 5GB,3,Paket Data,,,,mitra tokopedia
7,,143250,Happy 130GB 30 hari,3,Paket Data,,,,mitra tokopedia
4,,30500,Bebas Bicara 150menit (all operator),3,Paket Data,,,,mitra tokopedia
5,,50500,Bebas Bicara 250menit (all operator),3,Paket Data,,,,mitra tokopedia
6,,9950,KeepOn 5GB + Genflix 3 hari,3,Paket Data,,,,mitra tokopedia
7,,9950,KeepOn 5GB + Viu 3 hari,3,Paket Data,,,,mitra tokopedia
4,,9950,KeepOn 5GB + KlikFilm 3 hari,3,Paket Data,,,,mitra tokopedia
5,,29000,Keep ON 5GB + Viu 7 hari,3,Paket Data,,,,mitra tokopedia
6,,49700,KeepOn 16GB + Viu 30 hari,3,Paket Data,,,,mitra tokopedia
7,,49700,KeepOn 16GB + Genflix 30 hari,3,Paket Data,,,,mitra tokopedia
8,,49700,KeepOn 16GB + KlikFilm 30 hari,3,Paket Data,,,,mitra tokopedia
4,,49800,MovieMax 10GB + Klikfilm 30 hari,3,Paket Data,,,,mitra tokopedia
5,,49800,10GB + Genflix 30 hari,3,Paket Data,,,,mitra tokopedia
6,,64800,10GB + Viu 30 hari,3,Paket Data,,,,mitra tokopedia
7,,4700,Kuota Tri 24 Jam 750MB / 14 hari,3,Paket Data,,,,mitra tokopedia
4,,9950,Kuota Tri 24 Jam 1.5GB / 14 hari,3,Paket Data,,,,mitra tokopedia
5,,15500,Kuota Tri 24 Jam 2.5GB / 14 hari,3,Paket Data,,,,mitra tokopedia
6,,24700,Kuota Tri 24 Jam 4GB / 14 hari,3,Paket Data,,,,mitra tokopedia
7,,39900,Kuota Tri 24 Jam 5GB / 30 hari,3,Paket Data,,,,mitra tokopedia
0, 20000,20500,Rp 20.000,,PLN,,,,mitra tokopedia
2, 50000,50500,Rp 50.000,,PLN,,,,mitra tokopedia
4, 100000,100500,Rp 100.000,,PLN,,,,mitra tokopedia
6, 200000,200500,Rp 200.000,,PLN,,,,mitra tokopedia
8, 500000,500500,Rp 500.000,,PLN,,,,mitra tokopedia
10, 1000000,1000500,Rp 1.000.000,,PLN,,,,mitra tokopedia
