,SKU,base_price,disc_price,brand,category,note,platform
12,Flash 500MB,Rp16.900,Rp10.000,telkomsel,Paket Data,,tokopedia
14,Flash 1GB,Rp22.300,Rp19.000,telkomsel,Paket Data,,tokopedia
10,Flash 2GB,Rp45.000,Rp31.000,telkomsel,Paket Data,,tokopedia
12,Flash 3GB,Rp45.950,Rp44.800,telkomsel,Paket Data,,tokopedia
14,Flash 4GB,Rp60.950,Rp58.100,telkomsel,Paket Data,,tokopedia
10,Flash 5GB,Rp75.950,Rp72.350,telkomsel,Paket Data,,tokopedia
12,Internet Bulanan OMG 75rb,Rp74.750,Rp74.000,telkomsel,Paket Data,,tokopedia
0,Flash 3GB,Rp45.950,Rp44.800,telkomsel,Paket Data,,tokopedia
0,Freedom Internet 50GB / 30 Hari,Rp137.000,Rp119.800,im3,Paket Data,,tokopedia
2,Freedom Internet 70GB / 30 Hari,Rp173.000,Rp139.500,im3,Paket Data,,tokopedia
4,Promo Freedom Internet 100GB/30hr,Rp200.000,Rp160.000,im3,Paket Data,,tokopedia
6,Promo Freedom Internet 150GB/30hr,Rp300.000,Rp200.000,im3,Paket Data,,tokopedia
8,Data Kuota 1GB / 30 hari,Rp11.500,Rp9.250,im3,Paket Data,,tokopedia
8,Data Kuota 2GB / 30 hari,Rp22.500,Rp18.000,im3,Paket Data,,tokopedia
10,Data Kuota 3GB / 30 hari,Rp34.900,Rp27.000,im3,Paket Data,,tokopedia
12,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 1GB,Rp22.100,Rp21.740,im3,Paket Data,,tokopedia
14,Freedom Internet 2.5GB/5Hari,Rp13.830,Rp13.200,im3,Paket Data,,tokopedia
0,Promo Freedom Internet 150GB/30hr,Rp300.000,Rp200.000,im3,Paket Data,,tokopedia
12,Freedom Internet 5GB/5 Hari,Rp18.750,Rp18.100,im3,Paket Data,,tokopedia
14,Freedom Internet 7GB / 30 Hari,Rp36.900,Rp36.600,im3,Paket Data,,tokopedia
12,Internet 7GB / 7 Hari,Rp23.500,Rp22.250,im3,Paket Data,,tokopedia
14,Internet 18GB / 30 Hari,Rp70.000,Rp68.000,im3,Paket Data,,tokopedia
16,Freedom Combo 20GB / 30 Hari,Rp75.110,Rp75.090,im3,Paket Data,,tokopedia
10,Freedom Internet 16GB / 30 Hari + Bonus Kuota Zona Hingga 4GB,Rp72.000,Rp68.000,im3,Paket Data,,tokopedia
12,Freedom Internet 25GB / 30 Hari + Bonus Kuota Zona Hingga 7GB,Rp98.000,Rp89.000,im3,Paket Data,,tokopedia
14,Freedom Internet 42GB / 30 Hari + Bonus Kuota Zona Hingga 12GB,Rp121.000,Rp108.000,im3,Paket Data,,tokopedia
10,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,Rp25.000,Rp24.700,im3,Paket Data,,tokopedia
0,XTRA ON 1GB,Rp13.040,Rp12.590,xl,Paket Data,,tokopedia
2,XTRA ON 2GB,Rp22.050,Rp21.300,xl,Paket Data,,tokopedia
4,Xtra Combo Flex S+ 3GB + Kuota Area Hingga 7GB + Bonus Flex,Rp33.400,Rp32.350,xl,Paket Data,,tokopedia
6,Xtra Combo Flex M+,Rp47.750,Rp46.250,xl,Paket Data,,tokopedia
9,Xtra Combo Flex L 9GB + Kuota Area Hingga 18GB + Bonus Flex,Rp66.600,Rp64.500,xl,Paket Data,,tokopedia
11,Xtra Combo Flex XL 18GB + Kuota Area Hingga 25GB + Bonus Flex,Rp102.000,Rp98.000,xl,Paket Data,,tokopedia
13,"Xtra Hotrod Special S, 7hr",Rp15.675,Rp15.180,xl,Paket Data,,tokopedia
6,"Xtra Hotrod Special M, 7hr",Rp18.950,Rp18.350,xl,Paket Data,,tokopedia
8,"Xtra Hotrod Special L, 7hr",Rp25.175,Rp24.380,xl,Paket Data,,tokopedia
10,"Xtra Hotrod Special XL, 7hr",Rp32.300,Rp31.280,xl,Paket Data,,tokopedia
0,AIGO Mini Bronet 24Jam 1.5GB + Lokal 5hr,Rp11.990,Rp11.600,axis,Paket Data,,tokopedia
2,AIGO Mini Bronet 24Jam 3.5GB + Lokal 7hr,Rp24.000,Rp23.250,axis,Paket Data,,tokopedia
4,AIGO Mini Bronet 24Jam 4GB + Lokal 15hr,Rp29.760,Rp28.830,axis,Paket Data,,tokopedia
6,AIGO Mini Bronet 24Jam 8GB + Lokal 15hr,Rp43.200,Rp41.850,axis,Paket Data,,tokopedia
8,AIGO Bronet 24Jam 3GB + Lokal 30hr,Rp18.900,Rp18.300,axis,Paket Data,,tokopedia
10,AIGO Bronet 24Jam 6GB + Lokal 30hr,Rp30.450,Rp29.490,axis,Paket Data,,tokopedia
13,AIGO Bronet 24Jam 14GB + Lokal 30hr,Rp58.000,Rp54.000,axis,Paket Data,,tokopedia
2,AON 14GB + Kuota Lokal 4GB + Nelpon ke Tri &amp; IM3,Rp66.250,Rp65.800,3,Paket Data,,tokopedia
6,Kuota Tri 24 Jam 1.5GB / 14 hari,Rp9.950,Rp8.650,3,Paket Data,,tokopedia
8,Kuota Tri 24 Jam 2.5GB / 14 hari,Rp15.500,Rp14.350,3,Paket Data,,tokopedia
8,Kuota Tri 24 Jam 2GB / 30 hari,Rp13.600,Rp11.500,3,Paket Data,,tokopedia
10,Kuota Tri 24 Jam 10GB / 30 hari,Rp58.000,Rp55.750,3,Paket Data,,tokopedia
12,Kuota Tri 24 Jam 1GB / 30 hari,Rp7.000,Rp5.750,3,Paket Data,,tokopedia
11,Kuota Tri 24 Jam 4GB / 14 hari,Rp24.700,Rp22.900,3,Paket Data,,tokopedia
13,Kuota Tri 24 Jam 500MB / 30 hari,Rp4.000,Rp2.850,3,Paket Data,,tokopedia
10,Kuota Tri 24 Jam 5GB / 30 hari,Rp39.900,Rp28.700,3,Paket Data,,tokopedia
0,Kuota Tri 24 Jam 4GB / 14 hari,Rp24.700,Rp22.900,3,Paket Data,,tokopedia
3,Rp 20.000,Rp20.500,,PLN,PLN,,tokopedia
5,Rp 50.000,Rp50.500,,PLN,PLN,,tokopedia
7,Rp 100.000,Rp100.500,,PLN,PLN,,tokopedia
9,Rp 200.000,Rp200.500,,PLN,PLN,,tokopedia
11,Rp 500.000,Rp500.500,,PLN,PLN,,tokopedia
13,Rp 1.000.000,Rp1.000.500,,PLN,PLN,,tokopedia
